sample_point,glass_type,state,ilr_1,ilr_2,ilr_3,ilr_4,ilr_5,ilr_6,ilr_7,ilr_8,ilr_9,ilr_10,ilr_11,ilr_12,ilr_13,pc1,pc2
26严重风化点,铅钡,估计未风化,0.6488324216330634,2.225694376215275,0.2419010945579223,0.6427431792450853,-0.07913487327372265,0.25679844483531866,-0.3409710317323693,-1.976839525654897,-2.3364779059098097,0.5760321349256728,1.5389593506996875,1.691793351087423,-1.9352213040394222,-0.6457816954770665,-1.3935701597639858
34,铅钡,观测风化,1.8312003356650972,2.9955865501783787,1.1328072784207173,0.6552381490878187,0.09460690130452809,1.2256123350972594,-0.030340819819732356,-3.2591009665663657,-1.45600871863054,1.9070239583455246,2.1576520547328593,1.3187969502307166,-0.8204147039725878,1.249629407200131,-1.2189987590857991
34,铅钡,估计未风化,2.249485583236899,3.5335882662492413,1.9291686011420812,0.7418592049989436,-0.2875064650046936,1.0731106235072871,0.47242771142112283,-2.4953460237361402,-1.1803314250603538,3.1584782828026716,2.1336595011393564,1.243392995998031,-0.9319088342683475,3.030211866979588,-0.9673848902887698
36,铅钡,观测风化,2.036866380123994,3.432471676519049,1.5854680448575351,0.33881199874321855,-0.15241381119417907,1.3612367876573153,0.4737766806012864,-3.4608874711339572,-1.818564728056634,3.16200432500218,1.7901211161138084,0.9807176582950703,-1.1334153077634812,2.749074346460021,-1.4782610688247086
36,铅钡,估计未风化,2.455151627695796,3.9704733925899114,2.381829367578899,0.42543305465434345,-0.5345271775034008,1.208735076067343,0.9765452118421416,-2.6971325283037317,-1.5428874344864478,4.413458649459327,1.7661285625203058,0.9053137040623846,-1.244909438059241,4.529656806239477,-1.2266472000276791
38,铅钡,观测风化,2.243155264255802,2.6121505415729724,1.063037770192932,0.47847850668261627,-0.47098819023561456,1.6218783403768837,0.5410473583879023,-3.4947425032270822,-1.5919943471320515,1.4349918829664987,1.4608805977101298,1.275967536165365,-0.8600670363757725,1.1190871605606845,-0.5860351792581252
38,铅钡,估计未风化,2.661440511827604,3.150152257643835,1.859399092914296,0.5650995625937412,-0.8531015565448363,1.4693766287869114,1.0438158896287575,-2.7309875603968568,-1.3163170535618653,2.6864462074236455,1.4368880441166272,1.2005635819326794,-0.9715611666715323,2.8996696203401404,-0.3344213104610955
39,铅钡,观测风化,1.6121930391127897,2.791322192621573,0.7653593295659529,0.686187222813853,1.1930234320767834,0.36655923774743915,0.4370267815776865,-3.61133367557463,-1.2051004854983922,0.6532899163818007,1.2117234069915832,1.4284914751866733,-0.7188573079333622,-0.07476774086257486,-0.8587168210175095
39,铅钡,估计未风化,2.0304782866845916,3.3293239086924356,1.5617206522873168,0.7728082787249779,0.8109100657675616,0.21405752615746684,0.9397953128185417,-2.8475787327444047,-0.9294231919282061,1.9047442408389477,1.1877308533980806,1.3530875209539877,-0.8303514382291219,1.705814718916882,-0.6071029522204797
40,铅钡,观测风化,1.2928221474403658,2.6069333223431674,0.18327655109153929,0.7018217584843882,1.301969528823114,1.8986289434252592,0.23187099537162315,-3.9460501077246652,-1.2992168845193204,0.0925706994511799,1.0004201098719636,1.3384927302949916,-0.8021799549083823,-0.8881533607466535,-1.0224735936688318
40,铅钡,估计未风化,1.7111073950121678,3.14493503841403,0.9796378738129032,0.7884428143955131,0.9198561625138921,1.746127231835287,0.7346395266124783,-3.1822951648944398,-1.0235395909491343,1.344025023908327,0.976427556278461,1.263088776062306,-0.9136740852041421,0.8924290990328034,-0.7708597248718014
41,铅钡,观测风化,1.363249195460096,2.2638380411728245,-0.4970728369284083,0.1490352072525778,-0.05967396459826624,0.5242753101679412,2.552120377724183,-2.8853297849956827,-1.1495140643802366,-0.7835439307897988,1.9316074411148985,1.8401907836802485,-0.33769781306754876,-1.1115152742000272,1.9316754304256416
41,铅钡,估计未风化,1.781534443031898,2.801839757243687,0.29928848579295564,0.2356562631637027,-0.44178733090748795,0.3717735985779689,3.0548889089650384,-2.121574842165457,-0.8738367708100505,0.4679103936673482,1.9076148875213959,1.7647868294475628,-0.44919194336330853,0.6690671855794296,2.183289299222671
43部位1,铅钡,观测风化,1.0824545259535765,2.48547751944899,-0.7949435828046769,0.9699293476016302,-0.054710957041428365,0.9586154434310132,-0.9953070201229592,-3.1544215820506567,-0.8241015456776362,0.259845340915662,1.5569717877573543,1.7921995608618753,-0.3821290517654625,-1.4385977952811186,-0.8962941254753034
43部位1,铅钡,估计未风化,1.5007397735253785,3.0234792355198525,0.001417739916687033,1.056550403512755,-0.4368243233506501,0.806113731841041,-0.49253848888210405,-2.390666639220431,-0.54842425210745,1.511299665372809,1.5329792341638517,1.7167956066291896,-0.4936231820612223,0.3419846644983383,-0.644680256678274
43部位2,铅钡,观测风化,1.4775926268725055,2.713610608381611,-0.8068138508673803,1.0812461928179373,-0.2838203269166457,0.5909669110122662,0.4343345274354915,-2.812115628572604,-0.03028556756954437,-1.3336943121852898,1.9485375837716339,1.8557642498577227,-0.3232795850573158,-2.073973334581297,1.204796325070791
43部位2,铅钡,估计未风化,1.8958778744443074,3.2516123244524735,-0.010452528146016382,1.1678672487290622,-0.6659336932258675,0.4384651994222939,0.9371030586763467,-2.0483606857423786,0.2453917260006418,-0.08223998772814278,1.9245450301781313,1.780360295625037,-0.4347737153530756,-0.29339087480184006,1.4564101938678204
48,铅钡,观测风化,2.9695957439975236,2.4626451518923496,-0.14326642803184497,0.4301140279976099,-1.6406585767803779,1.0058768747326514,1.0398465491530882,-1.8219152684143103,-0.9037764345154199,0.9882978077171778,2.3207166884883983,0.5434066452480035,-0.4869653180955167,0.9753810327219711,1.2691701730126035
48,铅钡,估计未风化,3.3878809915693258,3.000646867963212,0.653094894689519,0.5167350839087348,-2.0227719430895994,0.8533751631426791,1.5426150803939433,-1.0581603255840846,-0.6280991409452337,2.239752132174325,2.2967241348948955,0.46800269101531794,-0.5984594483912764,2.755963492501429,1.5207840418096328
49,铅钡,观测风化,1.6775029173687048,2.829028868413368,-0.43542958916606467,0.6791774840470268,-0.6298363602908283,0.0923701363498417,1.3564920439018513,-2.4696255900599384,-0.5739851089710002,-1.0899854871972363,2.0529281421196908,1.9311271036060198,-0.25350714028092236,-1.3774017317877507,1.7416817056159681
49,铅钡,估计未风化,2.095788164940507,3.3670305844842305,0.3609317335552993,0.7657985399581517,-1.0119497266000501,-0.0601315752401306,1.8592605751427065,-1.705870647229713,-0.298307815400814,0.16146883725991068,2.028935588526188,1.8557231493733342,-0.36500127057668214,0.40318072799170557,1.9932955744129972
50,铅钡,观测风化,1.3446196187595147,2.636838606352621,-0.25810622032401564,1.5129387607354738,-0.025329839756272232,1.5845209003233838,0.22085230081789486,-3.2577668912658853,-1.8409241246429282,-0.8963413833789609,1.3478335558897454,1.6293848212879132,-0.5328662102022705,-1.7220186958052175,-0.21496990525814724
50,铅钡,估计未风化,1.7629048663313167,3.1748403224234836,0.5382551023973483,1.5995598166465987,-0.40744320606549395,1.4320191887334115,0.72362083205875,-2.4940119484356598,-1.565246831072742,0.35511294107818614,1.3238410022962428,1.5539808670552275,-0.6443603404980303,0.05856376397423937,0.03664396353888198
51部位1,铅钡,观测风化,1.566575371208083,2.7649848197769873,-0.2673821651599464,0.7780172646758032,-0.7197028514561783,0.7659114881215068,0.5315387423620521,-2.717969333839579,-1.0038967856076808,-0.8139791988359301,2.1612709517768063,1.8088141338138555,-0.30318825805714944,-1.340938706455722,0.8189665127696164
51部位1,铅钡,估计未风化,1.984860618779885,3.30298653584785,0.5289791575614176,0.8646383205869281,-1.1018162177654,0.6134097765315345,1.0343072736029073,-1.9542143910093537,-0.7282194920374947,0.43747512562121693,2.1372783981833035,1.7334101795811698,-0.4146823883529092,0.4396437533237349,1.070580381566646
51部位2,铅钡,观测风化,1.4660947022984447,2.706972278533654,-0.6199496809918896,0.6499354556793469,0.029760274427816924,1.680317755034141,0.9128273233517721,-3.179416521239711,-1.2033907031505136,-1.0500651783471056,2.0700609143084323,1.7377050047947922,-0.43258120710054904,-1.6921174208156489,0.7355127606298475
51部位2,铅钡,估计未风化,1.8843799498702467,3.2449739946045164,0.17641164172947432,0.7365565115904718,-0.3523530918814048,1.5278160434441688,1.4155958545926273,-2.4156615784094857,-0.9277134095803274,0.20138914611004144,2.0460683607149295,1.6623010505621065,-0.5440753373963088,0.08846503896380804,0.9871266294268767
52,铅钡,观测风化,2.156106704496716,2.4612740025986453,-0.08759171889081219,1.2001067874766518,0.2986467623671829,1.750468359055653,0.4748329397456419,-3.5558547221835344,-1.5651855992156314,-1.0208551148715226,1.5221677991347653,1.4001907259081787,-0.7450587104540163,-1.4851342265651306,0.05757656468297709
52,铅钡,估计未风化,2.574391952068518,2.999275718669508,0.7087696038305518,1.2867278433877767,-0.08346660394203881,1.5979666474656806,0.9776014709864971,-2.792099779353309,-1.2895083056454453,0.2305992095856244,1.4981752455412627,1.324786771675493,-0.856552840749776,0.29544823321432573,0.30919043348000674
54,铅钡,观测风化,1.4962440916968196,2.6006390629579035,-0.15245710121517653,0.6986631212338654,-0.5033067889717513,0.8921704258624152,0.9469376139557015,-3.1265552125866622,-0.838342563537733,-0.2748610365463333,1.254542518176514,1.819965542772807,-0.3564227476224011,-0.870169246123922,0.7446529118661546
54,铅钡,估计未风化,1.9145293392686216,3.138640779028766,0.6439042215061874,0.7852841771449903,-0.8854201552809731,0.739668714272443,1.4497061451965567,-2.3628002697564368,-0.5626652699675467,0.9765932879108137,1.2305499645830114,1.7445615885401213,-0.4679168779181609,0.9104132136555346,0.9962667806631841
54严重风化点,铅钡,观测风化,1.309549285353754,2.6165907399202357,0.19010537654903326,0.6137689085794233,-0.5855113530177452,0.7038370242856824,0.3357733874133797,-3.263614486520489,-1.1554917011812615,-1.4636825061587957,1.0908972329795201,1.9011347838849115,-0.2812746327175293,-1.8900946055044798,0.4536266801060941
54严重风化点,铅钡,估计未风化,1.727834532925556,3.1545924559910983,0.9864666992703972,0.7003899644905482,-0.9676247193269669,0.5513353126957101,0.8385419186542349,-2.4998595436902633,-0.8798144076110754,-0.2122281817016487,1.0669046793860175,1.8257308296522259,-0.39276876301328906,-0.10951214572502262,0.7052405489031235
56,铅钡,观测风化,1.6862899976959258,2.834102091605679,0.7209056367466014,0.7289071378534873,0.03356509989959955,0.5979189167516943,0.7383110239219155,-3.0780327281686226,-1.821429219656553,0.07387947115353288,1.91184565998201,1.5921681382739106,-0.5673221633834964,-0.27996615696580174,-0.1371317094388262
56,铅钡,估计未风化,2.104575245267728,3.3721038076765417,1.5172669594679653,0.8155281937646122,-0.34854826640962216,0.445417205161722,1.2410795551627707,-2.314277785338397,-1.5457519260863668,1.3253337956106799,1.8878531063885073,1.516764184041225,-0.6788162936792561,1.5006163028136554,0.11448215935820324
57,铅钡,观测风化,1.5894738939064532,2.778205288020936,0.6126123412470967,0.7160470928974552,-0.12677302128072476,0.6143718768749373,0.3932274506204667,-3.1043228832106804,-1.8675854705036325,0.13996380482563042,1.9721721270651869,1.6476604169731992,-0.5159462963815149,-0.39443375192012164,-0.35755340837957755
57,铅钡,估计未风化,2.0077591414782554,3.3162070040917984,1.4089736639684607,0.8026681488085801,-0.5088863875899465,0.46187016528496505,0.8959959818613219,-2.340567940380455,-1.5919081769334464,1.3914181292827774,1.9481795734716842,1.5722564627405136,-0.6274404266772746,1.3861487078593355,-0.10593953958254793
58,铅钡,观测风化,1.7157471428121809,2.677869412174146,-0.12318360791169791,1.2333649511817528,-0.35695825286887484,1.0030585556100677,-0.33974634673462534,-2.6863142909405746,-0.8502075154949411,-0.9216918185279035,2.627592190849611,1.8346768295852498,-0.3428027425979221,-1.6173129295345139,0.22864499040257558
58,铅钡,估计未风化,2.134032390383983,3.2158711282450088,0.673177714809666,1.3199860070928777,-0.7390716191780966,0.8505568440200955,0.16302218450622985,-1.9225593481103491,-0.574530221924755,0.3297625059292435,2.6035996372561083,1.7592728753525642,-0.45429687289368187,0.16326953024494256,0.4802588591996052
