glass_type,component_j,component_k,variation_logratio,rho_p,ci_low,ci_high,selection_frequency,direction_frequency,core_edge
高钾,CaO,SrO,1.5508289656950047,-0.05624343934203803,-0.22100286584459813,0.09319623688370907,0.0010309278350515464,0.6195876288659794,0
高钾,MgO,Al2O3,0.6780733726597982,0.11043996050209609,-0.17883217995816114,0.4994120758131147,0.02577319587628866,0.7793814432989691,0
高钾,MgO,Fe2O3,0.828368701268188,0.3999490447156215,0.08430467777468059,0.6643570246941239,0.20412371134020618,0.9958762886597938,0
高钾,MgO,CuO,0.31039164895752663,0.4948427729338457,0.1266749363488206,0.7255513899982066,0.42783505154639173,0.9907216494845361,0
高钾,MgO,PbO,0.47419886096235625,0.042552103067836466,-0.6230026789556952,0.5599792987854866,0.13298969072164948,0.6030927835051546,0
高钾,MgO,P2O5,0.536012972484936,0.43074238761533,0.0802365937353904,0.6663149701020489,0.28144329896907216,0.9938144329896907,0
高钾,MgO,SrO,0.15095330263592852,0.2917172002375092,-0.2581234951540538,0.7045113358968894,0.1711340206185567,0.7876288659793814,0
高钾,Al2O3,Fe2O3,0.5598085771529674,0.6914908897551101,0.41541353646280926,0.8481794514314538,0.9360824742268041,1.0,1
高钾,Al2O3,CuO,0.8444247596341515,0.19464255899855504,-0.2726433013268147,0.6534722280441126,0.12474226804123711,0.8,0
高钾,Al2O3,PbO,0.7389315749200901,0.20488347791383965,-0.21554934208497237,0.33788316856257833,0.002061855670103093,0.6670103092783505,0
高钾,Al2O3,P2O5,0.8253361884326526,0.4000450802039241,-0.06319445708764612,0.7894134421264917,0.3577319587628866,0.9577319587628866,0
高钾,Al2O3,SrO,0.6440309310101536,0.0048803071539071565,-0.15418284248377004,0.2439301989286878,0.0,0.6515463917525773,0
高钾,Fe2O3,CuO,0.7888118372616032,0.5267364323606313,0.21838134461184436,0.8030655315483963,0.5742268041237113,1.0,0
高钾,Fe2O3,PbO,1.3513614281047492,0.12678929960806726,-0.2834201542815427,0.41495574143026426,0.009278350515463918,0.688659793814433,0
高钾,Fe2O3,P2O5,0.593645635529217,0.7022696896975897,0.41294761564997245,0.8567677370596922,0.9061855670103093,1.0,1
高钾,Fe2O3,SrO,1.146843583117756,0.0937121123197257,-0.06182268012084266,0.2814155132900009,0.0010309278350515464,0.8845360824742268,0
高钾,CuO,PbO,0.9015327864285833,-0.15355430940065937,-0.5756689365204045,0.46043778383135214,0.0711340206185567,0.5587628865979382,0
高钾,CuO,P2O5,0.47577773117184624,0.6125122428346704,0.2243452939945831,0.8825176449229472,0.7195876288659794,1.0,1
高钾,CuO,SrO,0.4763507180730114,0.04611199296909622,-0.16367725560348642,0.35065521776597397,0.002061855670103093,0.6927835051546392,0
高钾,PbO,P2O5,1.4040031073608352,-0.2663730861086387,-0.6072757362530161,0.18338323487291602,0.11134020618556702,0.7835051546391752,0
高钾,PbO,SrO,0.25942320058109014,0.31767763572204855,-0.5395122327680814,0.7508376802631966,0.16391752577319588,0.7701030927835052,0
高钾,P2O5,SrO,0.7951261850730078,0.03799757918478696,-0.07929684449965699,0.2752289383888805,0.0010309278350515464,0.6701030927835051,0
铅钡,SiO2,K2O,0.5845758609724618,-0.33158692082262853,-0.48865175324331694,-0.1631861998477284,0.015856236786469344,0.9989429175475687,0
铅钡,SiO2,CaO,1.2424592134318913,-0.4460231200077609,-0.5938689746222691,-0.24081034617488384,0.26744186046511625,1.0,0
铅钡,SiO2,MgO,0.38455149256437854,-0.05694306116617103,-0.2953954987594071,0.23191469207582582,0.0,0.6945031712473573,0
铅钡,SiO2,Al2O3,0.4944255695411006,0.41951212471020916,0.2115595818507806,0.5807638441156955,0.1839323467230444,0.9978858350951374,0
铅钡,SiO2,Fe2O3,0.6674821748855697,0.0456663893734129,-0.25253792023910676,0.31890667699015574,0.0,0.5972515856236786,0
铅钡,SiO2,CuO,1.8504184359881883,-0.362441892930797,-0.582481179948231,-0.08977963057481136,0.12579281183932348,0.9947145877378436,0
铅钡,SiO2,PbO,0.9038661949256803,-0.7055669356615732,-0.8573339846265562,-0.5464362541028491,0.9936575052854123,1.0,1
铅钡,SiO2,BaO,0.9615251841759687,-0.5306515024250037,-0.748662746736722,-0.1963376329659967,0.6057082452431289,0.9957716701902748,0
铅钡,SiO2,P2O5,3.286724960654548,-0.3259701582964513,-0.4582475115748928,-0.20044440458684984,0.006342494714587738,1.0,0
铅钡,SiO2,SrO,0.7004593208600972,-0.4877486644987463,-0.683996631136744,-0.26714481319007916,0.4883720930232558,1.0,0
铅钡,K2O,CaO,0.4640854383930871,0.3865719473744262,0.19478450009862494,0.5316303163557603,0.07505285412262157,1.0,0
铅钡,K2O,MgO,0.23061760122674144,0.11692496706473837,-0.16388768431929784,0.407617460645687,0.009513742071881607,0.7928118393234672,0
铅钡,K2O,Al2O3,0.7055173608654826,0.05813050064840825,-0.1399536561641829,0.28019553835750555,0.0,0.6976744186046512,0
铅钡,K2O,Fe2O3,0.4380762616229328,0.26588601062544126,0.08172327098862135,0.496254833586302,0.024312896405919663,0.9957716701902748,0
铅钡,K2O,CuO,1.167486883369034,0.07008901038048176,-0.14730044787070243,0.30168627774945456,0.0,0.7357293868921776,0
铅钡,K2O,PbO,0.33338880050030173,0.21972297718244388,-0.1695626387316742,0.5506131533810261,0.0507399577167019,0.8742071881606766,0
铅钡,K2O,BaO,0.4321767502964096,0.17758873101136916,-0.053636468179726234,0.3921312700801731,0.0,0.9408033826638478,0
铅钡,K2O,P2O5,1.990394443294013,0.16231003371391053,0.03496104917539024,0.2875477294238541,0.0,0.9957716701902748,0
铅钡,K2O,SrO,0.33089179390140033,0.1011734097347186,-0.173372682718484,0.38433409040943756,0.0010570824524312897,0.7695560253699789,0
铅钡,CaO,MgO,0.6121103567013598,0.10164892188293134,-0.10558588986586263,0.2967859895759976,0.0,0.7928118393234672,0
铅钡,CaO,Al2O3,0.7674178333271175,0.34368271520337246,0.14113619005462205,0.5179372671225556,0.04334038054968287,1.0,0
铅钡,CaO,Fe2O3,0.7035298972639544,0.30820267967781473,0.03020515976561866,0.5702401261255093,0.0919661733615222,0.985200845665962,0
铅钡,CaO,CuO,1.380150149245767,0.1763742044727313,-0.1940840948579069,0.4987848258953217,0.024312896405919663,0.8477801268498943,0
铅钡,CaO,PbO,0.6527454229462291,0.2297878950500602,-0.028333529840166755,0.45894587037507906,0.012684989429175475,0.9577167019027484,0
铅钡,CaO,BaO,0.9805149964170005,-0.036794661824535904,-0.311724147889233,0.23585077354451991,0.0,0.5813953488372093,0
铅钡,CaO,P2O5,1.125304147943901,0.5975694973703325,0.4503081557513697,0.7091202432656283,0.9080338266384778,1.0,1
铅钡,CaO,SrO,0.7263557770334044,0.07864450012838814,-0.1964764697575344,0.3028711574120644,0.0,0.741014799154334,0
铅钡,MgO,Al2O3,0.5486020219026306,0.18591441901027034,0.038294009619671776,0.33780507030814666,0.0,0.9936575052854123,0
铅钡,MgO,Fe2O3,0.46138759974712695,0.11538403377416336,-0.10896109445257318,0.36619167252839396,0.004228329809725159,0.8414376321353065,0
铅钡,MgO,CuO,1.333621205715074,-0.12989141177784208,-0.29417201431875667,0.024280120429211537,0.0,0.9408033826638478,0
铅钡,MgO,PbO,0.3767772081808653,-0.0700962231853222,-0.3253695826314355,0.177241003047613,0.0,0.726215644820296,0
铅钡,MgO,BaO,0.47079373140353764,-0.045450164792385256,-0.23387175328265367,0.13175049612637446,0.0,0.6247357293868921,0
铅钡,MgO,P2O5,2.366153747793936,-0.028369836729982487,-0.15187750777533224,0.10247998262982064,0.0,0.6871035940803383,0
铅钡,MgO,SrO,0.2884383243625036,0.015448897369369951,-0.22078018273824696,0.28019542681305554,0.0,0.587737843551797,0
铅钡,Al2O3,Fe2O3,0.6577787132136818,0.34839587675042677,0.033342613644775226,0.5938418133382561,0.1331923890063425,0.9862579281183932,0
铅钡,Al2O3,CuO,1.9701978526859212,-0.18102018654221763,-0.4158933517408528,0.04257254034075987,0.0021141649048625794,0.9386892177589852,0
铅钡,Al2O3,PbO,1.2739183401242873,-0.5165616819633636,-0.6547126602390968,-0.288615538495001,0.5898520084566596,0.9989429175475687,0
铅钡,Al2O3,BaO,1.234279685655982,-0.31553493606413424,-0.5891826201007881,-0.020122906453641308,0.10253699788583509,0.9809725158562368,0
铅钡,Al2O3,P2O5,2.510377090115795,0.09983156097455932,-0.08917888267169295,0.251547197589829,0.0,0.821353065539112,0
铅钡,Al2O3,SrO,1.0601971754187716,-0.35770923735213805,-0.49948200754410765,-0.1667315247853349,0.02536997885835095,1.0,0
铅钡,Fe2O3,CuO,1.324872431154181,0.12601464965332465,-0.13136165811997824,0.35766686581941176,0.0,0.8054968287526427,0
铅钡,Fe2O3,PbO,0.8484879935878382,-0.23383208235207562,-0.4709844753903572,0.04304918152652358,0.009513742071881607,0.9355179704016914,0
铅钡,Fe2O3,BaO,0.7524711647237771,0.042553890592078925,-0.2475791581291471,0.2947708297851714,0.0,0.6014799154334038,0
铅钡,Fe2O3,P2O5,2.22133069327351,0.15745925327742952,-0.03309890335782689,0.3429130979843195,0.0,0.9460887949260042,0
铅钡,Fe2O3,SrO,0.6441040056963652,-0.024741164625941302,-0.2879104577470826,0.2827331101564933,0.0,0.5940803382663847,0
铅钡,CuO,PbO,1.272844212111258,0.05464976159852811,-0.1870269081248882,0.28293157280573067,0.0,0.718816067653277,0
铅钡,CuO,BaO,0.6994398815233429,0.5158432441975821,0.2894317671908181,0.6934985540826851,0.5782241014799154,1.0,0
铅钡,CuO,P2O5,2.4688920114047987,0.2507628580839325,-0.07547661568396176,0.5429151626182803,0.048625792811839326,0.9312896405919662,0
铅钡,CuO,SrO,1.0618338980176765,0.1751425417415709,-0.05520147868105181,0.381679403425442,0.0010570824524312897,0.9260042283298098,0
铅钡,PbO,BaO,0.5111973317671105,0.17073087411848487,-0.16910321008394547,0.4589373207652608,0.011627906976744186,0.8594080338266384,0
铅钡,PbO,P2O5,2.1508752356522782,0.12813964186424792,-0.017128209153312385,0.28039928293881283,0.0,0.9630021141649049,0
铅钡,PbO,SrO,0.30075399252672824,0.3448784328866044,0.09031783629795126,0.5775842993952689,0.10253699788583509,0.992600422832981,0
铅钡,BaO,P2O5,2.2071568845089606,0.13958541522905396,-0.06277982650794814,0.3524253594115186,0.0,0.9080338266384778,0
铅钡,BaO,SrO,0.3690302297875569,0.33783783052458893,0.11705961049972978,0.5234590753465622,0.045454545454545456,0.9968287526427061,0
铅钡,P2O5,SrO,2.3663434887632255,0.017243236083729085,-0.1649212298005489,0.20402295198939738,0.0,0.6088794926004228,0
