task_id,split_id,raw_row_id,closure_sum,closure_error,finite_ilr
q1_2_q1_3_q2_2_q4,type_group_full,表单2:27,99.99999999999999,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:28,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:29,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:30,100.00000000000001,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:31,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:32,100.00000000000001,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:33,99.99999999999999,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:34,100.00000000000001,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:35,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:36,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:37,100.0,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:38,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:39,100.00000000000003,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:40,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:41,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:42,100.0,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:43,100.0,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:44,100.00000000000004,4.263256414560601e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:45,100.00000000000003,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:46,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:47,100.00000000000003,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:48,100.00000000000003,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:49,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:50,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:51,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:52,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:53,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:54,99.99999999999997,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:55,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:56,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:57,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:58,100.00000000000001,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:59,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:60,99.99999999999999,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:61,100.00000000000003,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:62,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:63,100.00000000000001,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:64,99.99999999999999,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:65,100.00000000000004,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:66,100.00000000000001,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:67,99.99999999999999,1.4210854715202004e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:68,99.99999999999997,2.842170943040401e-14,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:69,100.0,0.0,True
q1_2_q1_3_q2_2_q4,type_group_full,表单2:70,100.00000000000003,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:2,100.00000000000001,4.263256414560601e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:3,100.00000000000003,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:4,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:5,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:6,100.0,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:7,100.00000000000003,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:8,100.00000000000001,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:9,100.00000000000001,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:10,99.99999999999997,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:11,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:12,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:13,99.99999999999999,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:14,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:15,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:16,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:17,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:18,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:20,100.00000000000004,5.684341886080802e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:22,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:23,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:24,100.00000000000003,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:25,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:26,99.99999999999997,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:27,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:28,100.00000000000001,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:29,100.0,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:30,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:31,99.99999999999997,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:32,99.99999999999997,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:33,99.99999999999997,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:34,99.99999999999997,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:35,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:36,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:37,100.00000000000001,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:38,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:39,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:40,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:41,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:42,100.00000000000003,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:43,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:44,100.00000000000003,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:45,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:46,100.00000000000003,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:47,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:48,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:49,100.00000000000001,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:50,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:51,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:52,100.0,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:53,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:54,99.99999999999999,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:55,100.0,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:56,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:57,100.00000000000004,4.263256414560601e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:58,100.0,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:59,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:60,99.99999999999999,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:61,100.0,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:62,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:63,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:64,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:65,100.00000000000003,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:66,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:67,100.00000000000003,2.842170943040401e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:68,100.0,0.0,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:69,100.00000000000001,1.4210854715202004e-14,True
q2_1_q3_full_fit_only,weathering_group_full,表单2:70,100.00000000000001,1.4210854715202004e-14,True
