repeat_id,outer_fold,artifact_id,glass_type,split_role,seed
0,1,20,铅钡,train,204308
0,1,21,高钾,train,204308
0,1,22,高钾,validation,204308
0,1,23,铅钡,train,204308
0,1,24,铅钡,train,204308
0,1,25,铅钡,train,204308
0,1,26,铅钡,train,204308
0,1,27,高钾,validation,204308
0,1,28,铅钡,validation,204308
0,1,29,铅钡,train,204308
0,1,30,铅钡,validation,204308
0,1,31,铅钡,train,204308
0,1,32,铅钡,train,204308
0,1,33,铅钡,train,204308
0,1,34,铅钡,train,204308
0,1,35,铅钡,train,204308
0,1,36,铅钡,train,204308
0,1,37,铅钡,train,204308
0,1,38,铅钡,train,204308
0,1,39,铅钡,train,204308
0,1,40,铅钡,validation,204308
0,1,41,铅钡,train,204308
0,1,42,铅钡,train,204308
0,1,43,铅钡,train,204308
0,1,44,铅钡,train,204308
0,1,45,铅钡,train,204308
0,1,46,铅钡,validation,204308
0,1,47,铅钡,validation,204308
0,1,48,铅钡,validation,204308
0,1,49,铅钡,train,204308
0,1,50,铅钡,train,204308
0,1,51,铅钡,train,204308
0,1,52,铅钡,train,204308
0,1,53,铅钡,train,204308
0,1,54,铅钡,validation,204308
0,1,55,铅钡,train,204308
0,1,56,铅钡,train,204308
0,1,57,铅钡,train,204308
0,1,58,铅钡,validation,204308
0,2,01,高钾,train,204308
0,2,02,铅钡,train,204308
0,2,03,高钾,validation,204308
0,2,04,高钾,train,204308
0,2,05,高钾,train,204308
0,2,06,高钾,validation,204308
0,2,07,高钾,train,204308
0,2,08,铅钡,train,204308
0,2,09,高钾,validation,204308
0,2,10,高钾,train,204308
0,2,11,铅钡,validation,204308
0,2,12,高钾,train,204308
0,2,13,高钾,train,204308
0,2,14,高钾,train,204308
0,2,16,高钾,train,204308
0,2,18,高钾,train,204308
0,2,19,铅钡,train,204308
0,2,20,铅钡,validation,204308
0,2,21,高钾,train,204308
0,2,22,高钾,train,204308
0,2,23,铅钡,train,204308
0,2,24,铅钡,train,204308
0,2,25,铅钡,validation,204308
0,2,26,铅钡,validation,204308
0,2,27,高钾,train,204308
0,2,28,铅钡,train,204308
0,2,29,铅钡,train,204308
0,2,30,铅钡,train,204308
0,2,31,铅钡,train,204308
0,2,32,铅钡,train,204308
0,2,33,铅钡,validation,204308
0,2,34,铅钡,validation,204308
0,2,35,铅钡,train,204308
0,2,36,铅钡,train,204308
0,2,37,铅钡,train,204308
0,2,38,铅钡,train,204308
0,2,39,铅钡,train,204308
0,2,40,铅钡,train,204308
0,2,41,铅钡,train,204308
0,2,42,铅钡,train,204308
0,2,43,铅钡,train,204308
0,2,44,铅钡,validation,204308
0,2,45,铅钡,train,204308
0,2,46,铅钡,train,204308
0,2,47,铅钡,train,204308
0,2,48,铅钡,train,204308
0,2,49,铅钡,train,204308
0,2,50,铅钡,train,204308
0,2,51,铅钡,train,204308
0,2,52,铅钡,train,204308
0,2,53,铅钡,train,204308
0,2,54,铅钡,train,204308
0,2,55,铅钡,train,204308
0,2,56,铅钡,validation,204308
0,2,57,铅钡,train,204308
0,2,58,铅钡,train,204308
0,3,01,高钾,train,204308
0,3,02,铅钡,train,204308
0,3,03,高钾,train,204308
0,3,04,高钾,validation,204308
0,3,05,高钾,train,204308
0,3,06,高钾,train,204308
0,3,07,高钾,validation,204308
0,3,08,铅钡,train,204308
0,3,09,高钾,train,204308
0,3,10,高钾,train,204308
0,3,11,铅钡,train,204308
0,3,12,高钾,train,204308
0,3,13,高钾,train,204308
0,3,14,高钾,train,204308
0,3,16,高钾,validation,204308
0,3,18,高钾,train,204308
0,3,19,铅钡,train,204308
0,3,20,铅钡,train,204308
0,3,21,高钾,train,204308
0,3,22,高钾,train,204308
0,3,23,铅钡,train,204308
0,3,24,铅钡,train,204308
0,3,25,铅钡,train,204308
0,3,26,铅钡,train,204308
0,3,27,高钾,train,204308
0,3,28,铅钡,train,204308
0,3,29,铅钡,train,204308
0,3,30,铅钡,train,204308
0,3,31,铅钡,train,204308
0,3,32,铅钡,validation,204308
0,3,33,铅钡,train,204308
0,3,34,铅钡,train,204308
0,3,35,铅钡,validation,204308
0,3,36,铅钡,validation,204308
0,3,37,铅钡,train,204308
0,3,38,铅钡,train,204308
0,3,39,铅钡,train,204308
0,3,40,铅钡,train,204308
0,3,41,铅钡,validation,204308
0,3,42,铅钡,train,204308
0,3,43,铅钡,validation,204308
0,3,44,铅钡,train,204308
0,3,45,铅钡,train,204308
0,3,46,铅钡,train,204308
0,3,47,铅钡,train,204308
0,3,48,铅钡,train,204308
0,3,49,铅钡,validation,204308
0,3,50,铅钡,train,204308
0,3,51,铅钡,validation,204308
0,3,52,铅钡,validation,204308
0,3,53,铅钡,train,204308
0,3,54,铅钡,train,204308
0,3,55,铅钡,train,204308
0,3,56,铅钡,train,204308
0,3,57,铅钡,train,204308
0,3,58,铅钡,train,204308
0,4,01,高钾,train,204308
0,4,02,铅钡,train,204308
0,4,03,高钾,train,204308
0,4,04,高钾,train,204308
0,4,05,高钾,validation,204308
0,4,06,高钾,train,204308
0,4,07,高钾,train,204308
0,4,08,铅钡,train,204308
0,4,09,高钾,train,204308
0,4,10,高钾,train,204308
0,4,11,铅钡,train,204308
0,4,12,高钾,validation,204308
0,4,13,高钾,validation,204308
0,4,14,高钾,train,204308
0,4,16,高钾,train,204308
0,4,18,高钾,train,204308
0,4,19,铅钡,train,204308
0,4,20,铅钡,train,204308
0,4,21,高钾,train,204308
0,4,22,高钾,train,204308
0,4,23,铅钡,train,204308
0,4,24,铅钡,train,204308
0,4,25,铅钡,train,204308
0,4,26,铅钡,train,204308
0,4,27,高钾,train,204308
0,4,28,铅钡,train,204308
0,4,29,铅钡,train,204308
0,4,30,铅钡,train,204308
0,4,31,铅钡,validation,204308
0,4,32,铅钡,train,204308
0,4,33,铅钡,train,204308
0,4,34,铅钡,train,204308
0,4,35,铅钡,train,204308
0,4,36,铅钡,train,204308
0,4,37,铅钡,train,204308
0,4,38,铅钡,train,204308
0,4,39,铅钡,validation,204308
0,4,40,铅钡,train,204308
0,4,41,铅钡,train,204308
0,4,42,铅钡,validation,204308
0,4,43,铅钡,train,204308
0,4,44,铅钡,train,204308
0,4,45,铅钡,validation,204308
0,4,46,铅钡,train,204308
0,4,47,铅钡,train,204308
0,4,48,铅钡,train,204308
0,4,49,铅钡,train,204308
0,4,50,铅钡,validation,204308
0,4,51,铅钡,train,204308
0,4,52,铅钡,train,204308
0,4,53,铅钡,validation,204308
0,4,54,铅钡,train,204308
0,4,55,铅钡,validation,204308
0,4,56,铅钡,train,204308
0,4,57,铅钡,validation,204308
0,4,58,铅钡,train,204308
1,0,01,高钾,train,204309
1,0,02,铅钡,validation,204309
1,0,03,高钾,train,204309
1,0,04,高钾,train,204309
1,0,05,高钾,train,204309
1,0,06,高钾,train,204309
1,0,07,高钾,train,204309
1,0,08,铅钡,train,204309
1,0,09,高钾,train,204309
1,0,10,高钾,train,204309
1,0,11,铅钡,train,204309
1,0,12,高钾,validation,204309
1,0,13,高钾,train,204309
1,0,14,高钾,train,204309
1,0,16,高钾,train,204309
1,0,18,高钾,validation,204309
1,0,19,铅钡,validation,204309
1,0,20,铅钡,train,204309
1,0,21,高钾,train,204309
1,0,22,高钾,validation,204309
1,0,23,铅钡,validation,204309
1,0,24,铅钡,train,204309
1,0,25,铅钡,train,204309
1,0,26,铅钡,validation,204309
1,0,27,高钾,validation,204309
1,0,28,铅钡,validation,204309
1,0,29,铅钡,train,204309
1,0,30,铅钡,train,204309
1,0,31,铅钡,train,204309
1,0,32,铅钡,train,204309
1,0,33,铅钡,train,204309
1,0,34,铅钡,validation,204309
1,0,35,铅钡,validation,204309
1,0,36,铅钡,train,204309
1,0,37,铅钡,train,204309
1,0,38,铅钡,validation,204309
1,0,39,铅钡,train,204309
1,0,40,铅钡,train,204309
1,0,41,铅钡,train,204309
1,0,42,铅钡,train,204309
1,0,43,铅钡,train,204309
1,0,44,铅钡,train,204309
1,0,45,铅钡,train,204309
1,0,46,铅钡,train,204309
1,0,47,铅钡,train,204309
1,0,48,铅钡,train,204309
1,0,49,铅钡,train,204309
1,0,50,铅钡,train,204309
1,0,51,铅钡,train,204309
1,0,52,铅钡,train,204309
1,0,53,铅钡,train,204309
1,0,54,铅钡,train,204309
1,0,55,铅钡,train,204309
1,0,56,铅钡,train,204309
1,0,57,铅钡,train,204309
1,0,58,铅钡,train,204309
1,1,01,高钾,train,204309
1,1,02,铅钡,train,204309
1,1,03,高钾,train,204309
1,1,04,高钾,train,204309
1,1,05,高钾,train,204309
1,1,06,高钾,validation,204309
1,1,07,高钾,train,204309
1,1,08,铅钡,train,204309
1,1,09,高钾,validation,204309
1,1,10,高钾,validation,204309
1,1,11,铅钡,train,204309
1,1,12,高钾,train,204309
1,1,13,高钾,train,204309
1,1,14,高钾,train,204309
1,1,16,高钾,train,204309
1,1,18,高钾,train,204309
1,1,19,铅钡,train,204309
1,1,20,铅钡,train,204309
1,1,21,高钾,train,204309
1,1,22,高钾,train,204309
1,1,23,铅钡,train,204309
1,1,24,铅钡,train,204309
1,1,25,铅钡,train,204309
1,1,26,铅钡,train,204309
1,1,27,高钾,train,204309
1,1,28,铅钡,train,204309
1,1,29,铅钡,validation,204309
1,1,30,铅钡,validation,204309
1,1,31,铅钡,validation,204309
1,1,32,铅钡,validation,204309
1,1,33,铅钡,train,204309
1,1,34,铅钡,train,204309
1,1,35,铅钡,train,204309
1,1,36,铅钡,train,204309
1,1,37,铅钡,validation,204309
1,1,38,铅钡,train,204309
1,1,39,铅钡,train,204309
1,1,40,铅钡,validation,204309
1,1,41,铅钡,train,204309
1,1,42,铅钡,train,204309
1,1,43,铅钡,train,204309
1,1,44,铅钡,train,204309
1,1,45,铅钡,train,204309
1,1,46,铅钡,train,204309
1,1,47,铅钡,validation,204309
1,1,48,铅钡,train,204309
1,1,49,铅钡,train,204309
1,1,50,铅钡,train,204309
1,1,51,铅钡,train,204309
1,1,52,铅钡,validation,204309
1,1,53,铅钡,train,204309
1,1,54,铅钡,train,204309
1,1,55,铅钡,train,204309
1,1,56,铅钡,train,204309
1,1,57,铅钡,train,204309
1,1,58,铅钡,train,204309
1,2,01,高钾,train,204309
1,2,02,铅钡,train,204309
1,2,03,高钾,train,204309
1,2,04,高钾,train,204309
1,2,05,高钾,train,204309
1,2,06,高钾,train,204309
1,2,07,高钾,validation,204309
1,2,08,铅钡,train,204309
1,2,09,高钾,train,204309
1,2,10,高钾,train,204309
1,2,11,铅钡,validation,204309
1,2,12,高钾,train,204309
1,2,13,高钾,validation,204309
1,2,14,高钾,validation,204309
1,2,16,高钾,train,204309
1,2,18,高钾,train,204309
1,2,19,铅钡,train,204309
1,2,20,铅钡,train,204309
1,2,21,高钾,train,204309
1,2,22,高钾,train,204309
1,2,23,铅钡,train,204309
1,2,24,铅钡,validation,204309
1,2,25,铅钡,train,204309
1,2,26,铅钡,train,204309
1,2,27,高钾,train,204309
1,2,28,铅钡,train,204309
1,2,29,铅钡,train,204309
1,2,30,铅钡,train,204309
1,2,31,铅钡,train,204309
1,2,32,铅钡,train,204309
1,2,33,铅钡,train,204309
1,2,34,铅钡,train,204309
1,2,35,铅钡,train,204309
1,2,36,铅钡,validation,204309
1,2,37,铅钡,train,204309
1,2,38,铅钡,train,204309
1,2,39,铅钡,train,204309
1,2,40,铅钡,train,204309
1,2,41,铅钡,train,204309
1,2,42,铅钡,train,204309
1,2,43,铅钡,validation,204309
1,2,44,铅钡,train,204309
1,2,45,铅钡,train,204309
1,2,46,铅钡,validation,204309
1,2,47,铅钡,train,204309
1,2,48,铅钡,train,204309
1,2,49,铅钡,train,204309
1,2,50,铅钡,train,204309
1,2,51,铅钡,train,204309
1,2,52,铅钡,train,204309
1,2,53,铅钡,train,204309
1,2,54,铅钡,validation,204309
1,2,55,铅钡,validation,204309
1,2,56,铅钡,validation,204309
1,2,57,铅钡,train,204309
1,2,58,铅钡,train,204309
1,3,01,高钾,train,204309
1,3,02,铅钡,train,204309
1,3,03,高钾,train,204309
1,3,04,高钾,validation,204309
1,3,05,高钾,validation,204309
1,3,06,高钾,train,204309
1,3,07,高钾,train,204309
1,3,08,铅钡,validation,204309
1,3,09,高钾,train,204309
1,3,10,高钾,train,204309
1,3,11,铅钡,train,204309
1,3,12,高钾,train,204309
1,3,13,高钾,train,204309
1,3,14,高钾,train,204309
1,3,16,高钾,train,204309
1,3,18,高钾,train,204309
1,3,19,铅钡,train,204309
1,3,20,铅钡,train,204309
1,3,21,高钾,validation,204309
1,3,22,高钾,train,204309
1,3,23,铅钡,train,204309
1,3,24,铅钡,train,204309
1,3,25,铅钡,validation,204309
1,3,26,铅钡,train,204309
1,3,27,高钾,train,204309
1,3,28,铅钡,train,204309
1,3,29,铅钡,train,204309
1,3,30,铅钡,train,204309
1,3,31,铅钡,train,204309
1,3,32,铅钡,train,204309
1,3,33,铅钡,validation,204309
1,3,34,铅钡,train,204309
1,3,35,铅钡,train,204309
1,3,36,铅钡,train,204309
1,3,37,铅钡,train,204309
1,3,38,铅钡,train,204309
1,3,39,铅钡,train,204309
1,3,40,铅钡,train,204309
1,3,41,铅钡,validation,204309
1,3,42,铅钡,train,204309
1,3,43,铅钡,train,204309
1,3,44,铅钡,validation,204309
1,3,45,铅钡,validation,204309
1,3,46,铅钡,train,204309
1,3,47,铅钡,train,204309
1,3,48,铅钡,validation,204309
1,3,49,铅钡,train,204309
1,3,50,铅钡,validation,204309
1,3,51,铅钡,train,204309
1,3,52,铅钡,train,204309
1,3,53,铅钡,train,204309
1,3,54,铅钡,train,204309
1,3,55,铅钡,train,204309
1,3,56,铅钡,train,204309
1,3,57,铅钡,train,204309
1,3,58,铅钡,train,204309
1,4,01,高钾,validation,204309
1,4,02,铅钡,train,204309
1,4,03,高钾,validation,204309
1,4,04,高钾,train,204309
1,4,05,高钾,train,204309
1,4,06,高钾,train,204309
1,4,07,高钾,train,204309
1,4,08,铅钡,train,204309
1,4,09,高钾,train,204309
1,4,10,高钾,train,204309
1,4,11,铅钡,train,204309
1,4,12,高钾,train,204309
1,4,13,高钾,train,204309
1,4,14,高钾,train,204309
1,4,16,高钾,validation,204309
1,4,18,高钾,train,204309
1,4,19,铅钡,train,204309
1,4,20,铅钡,validation,204309
1,4,21,高钾,train,204309
1,4,22,高钾,train,204309
1,4,23,铅钡,train,204309
1,4,24,铅钡,train,204309
1,4,25,铅钡,train,204309
1,4,26,铅钡,train,204309
1,4,27,高钾,train,204309
1,4,28,铅钡,train,204309
1,4,29,铅钡,train,204309
1,4,30,铅钡,train,204309
1,4,31,铅钡,train,204309
1,4,32,铅钡,train,204309
1,4,33,铅钡,train,204309
1,4,34,铅钡,train,204309
1,4,35,铅钡,train,204309
1,4,36,铅钡,train,204309
1,4,37,铅钡,train,204309
1,4,38,铅钡,train,204309
1,4,39,铅钡,validation,204309
1,4,40,铅钡,train,204309
1,4,41,铅钡,train,204309
1,4,42,铅钡,validation,204309
1,4,43,铅钡,train,204309
1,4,44,铅钡,train,204309
1,4,45,铅钡,train,204309
1,4,46,铅钡,train,204309
1,4,47,铅钡,train,204309
1,4,48,铅钡,train,204309
1,4,49,铅钡,validation,204309
1,4,50,铅钡,train,204309
1,4,51,铅钡,validation,204309
1,4,52,铅钡,train,204309
1,4,53,铅钡,validation,204309
1,4,54,铅钡,train,204309
1,4,55,铅钡,train,204309
1,4,56,铅钡,train,204309
1,4,57,铅钡,validation,204309
1,4,58,铅钡,validation,204309
2,0,01,高钾,train,204310
2,0,02,铅钡,validation,204310
2,0,03,高钾,train,204310
2,0,04,高钾,train,204310
2,0,05,高钾,validation,204310
2,0,06,高钾,train,204310
2,0,07,高钾,train,204310
2,0,08,铅钡,train,204310
2,0,09,高钾,validation,204310
2,0,10,高钾,train,204310
2,0,11,铅钡,train,204310
2,0,12,高钾,train,204310
2,0,13,高钾,validation,204310
2,0,14,高钾,train,204310
2,0,16,高钾,train,204310
2,0,18,高钾,train,204310
2,0,19,铅钡,train,204310
2,0,20,铅钡,train,204310
2,0,21,高钾,train,204310
2,0,22,高钾,train,204310
2,0,23,铅钡,validation,204310
2,0,24,铅钡,train,204310
2,0,25,铅钡,train,204310
2,0,26,铅钡,validation,204310
2,0,27,高钾,train,204310
2,0,28,铅钡,train,204310
2,0,29,铅钡,train,204310
2,0,30,铅钡,validation,204310
2,0,31,铅钡,train,204310
2,0,32,铅钡,train,204310
2,0,33,铅钡,validation,204310
2,0,34,铅钡,validation,204310
2,0,35,铅钡,train,204310
2,0,36,铅钡,train,204310
2,0,37,铅钡,train,204310
2,0,38,铅钡,train,204310
2,0,39,铅钡,validation,204310
2,0,40,铅钡,train,204310
2,0,41,铅钡,train,204310
2,0,42,铅钡,train,204310
2,0,43,铅钡,train,204310
2,0,44,铅钡,train,204310
2,0,45,铅钡,train,204310
2,0,46,铅钡,train,204310
2,0,47,铅钡,train,204310
2,0,48,铅钡,train,204310
2,0,49,铅钡,train,204310
2,0,50,铅钡,train,204310
2,0,51,铅钡,validation,204310
2,0,52,铅钡,train,204310
2,0,53,铅钡,train,204310
2,0,54,铅钡,train,204310
2,0,55,铅钡,train,204310
2,0,56,铅钡,train,204310
2,0,57,铅钡,train,204310
2,0,58,铅钡,train,204310
2,1,01,高钾,train,204310
2,1,02,铅钡,train,204310
2,1,03,高钾,train,204310
2,1,04,高钾,train,204310
2,1,05,高钾,train,204310
2,1,06,高钾,validation,204310
2,1,07,高钾,train,204310
2,1,08,铅钡,train,204310
2,1,09,高钾,train,204310
2,1,10,高钾,train,204310
2,1,11,铅钡,train,204310
2,1,12,高钾,train,204310
2,1,13,高钾,train,204310
2,1,14,高钾,train,204310
2,1,16,高钾,train,204310
2,1,18,高钾,validation,204310
2,1,19,铅钡,train,204310
2,1,20,铅钡,train,204310
2,1,21,高钾,train,204310
2,1,22,高钾,train,204310
2,1,23,铅钡,train,204310
2,1,24,铅钡,validation,204310
2,1,25,铅钡,train,204310
2,1,26,铅钡,train,204310
2,1,27,高钾,validation,204310
2,1,28,铅钡,train,204310
2,1,29,铅钡,train,204310
2,1,30,铅钡,train,204310
2,1,31,铅钡,train,204310
2,1,32,铅钡,train,204310
2,1,33,铅钡,train,204310
2,1,34,铅钡,train,204310
2,1,35,铅钡,train,204310
2,1,36,铅钡,train,204310
2,1,37,铅钡,validation,204310
2,1,38,铅钡,train,204310
2,1,39,铅钡,train,204310
2,1,40,铅钡,train,204310
2,1,41,铅钡,train,204310
2,1,42,铅钡,train,204310
2,1,43,铅钡,train,204310
2,1,44,铅钡,train,204310
2,1,45,铅钡,validation,204310
2,1,46,铅钡,train,204310
2,1,47,铅钡,train,204310
2,1,48,铅钡,train,204310
2,1,49,铅钡,validation,204310
2,1,50,铅钡,validation,204310
2,1,51,铅钡,train,204310
2,1,52,铅钡,validation,204310
2,1,53,铅钡,train,204310
2,1,54,铅钡,validation,204310
2,1,55,铅钡,train,204310
2,1,56,铅钡,validation,204310
2,1,57,铅钡,train,204310
2,1,58,铅钡,train,204310
2,2,01,高钾,train,204310
2,2,02,铅钡,train,204310
2,2,03,高钾,validation,204310
2,2,04,高钾,train,204310
2,2,05,高钾,train,204310
2,2,06,高钾,train,204310
2,2,07,高钾,train,204310
2,2,08,铅钡,train,204310
2,2,09,高钾,train,204310
2,2,10,高钾,validation,204310
2,2,11,铅钡,validation,204310
2,2,12,高钾,validation,204310
2,2,13,高钾,train,204310
2,2,14,高钾,validation,204310
2,2,16,高钾,train,204310
2,2,18,高钾,train,204310
2,2,19,铅钡,validation,204310
2,2,20,铅钡,validation,204310
2,2,21,高钾,train,204310
2,2,22,高钾,train,204310
2,2,23,铅钡,train,204310
2,2,24,铅钡,train,204310
2,2,25,铅钡,train,204310
2,2,26,铅钡,train,204310
2,2,27,高钾,train,204310
2,2,28,铅钡,train,204310
2,2,29,铅钡,train,204310
2,2,30,铅钡,train,204310
2,2,31,铅钡,train,204310
2,2,32,铅钡,train,204310
2,2,33,铅钡,train,204310
2,2,34,铅钡,train,204310
2,2,35,铅钡,train,204310
2,2,36,铅钡,train,204310
2,2,37,铅钡,train,204310
2,2,38,铅钡,validation,204310
2,2,39,铅钡,train,204310
2,2,40,铅钡,train,204310
2,2,41,铅钡,train,204310
2,2,42,铅钡,train,204310
2,2,43,铅钡,train,204310
2,2,44,铅钡,validation,204310
2,2,45,铅钡,train,204310
2,2,46,铅钡,validation,204310
2,2,47,铅钡,train,204310
2,2,48,铅钡,validation,204310
2,2,49,铅钡,train,204310
2,2,50,铅钡,train,204310
2,2,51,铅钡,train,204310
2,2,52,铅钡,train,204310
2,2,53,铅钡,train,204310
2,2,54,铅钡,train,204310
2,2,55,铅钡,validation,204310
2,2,56,铅钡,train,204310
2,2,57,铅钡,train,204310
2,2,58,铅钡,train,204310
2,3,01,高钾,validation,204310
2,3,02,铅钡,train,204310
2,3,03,高钾,train,204310
2,3,04,高钾,validation,204310
2,3,05,高钾,train,204310
2,3,06,高钾,train,204310
2,3,07,高钾,train,204310
2,3,08,铅钡,validation,204310
2,3,09,高钾,train,204310
2,3,10,高钾,train,204310
2,3,11,铅钡,train,204310
2,3,12,高钾,train,204310
2,3,13,高钾,train,204310
2,3,14,高钾,train,204310
2,3,16,高钾,train,204310
2,3,18,高钾,train,204310
2,3,19,铅钡,train,204310
2,3,20,铅钡,train,204310
2,3,21,高钾,validation,204310
2,3,22,高钾,train,204310
2,3,23,铅钡,train,204310
2,3,24,铅钡,train,204310
2,3,25,铅钡,validation,204310
2,3,26,铅钡,train,204310
2,3,27,高钾,train,204310
2,3,28,铅钡,train,204310
2,3,29,铅钡,train,204310
2,3,30,铅钡,train,204310
2,3,31,铅钡,validation,204310
2,3,32,铅钡,train,204310
2,3,33,铅钡,train,204310
2,3,34,铅钡,train,204310
2,3,35,铅钡,validation,204310
2,3,36,铅钡,train,204310
2,3,37,铅钡,train,204310
2,3,38,铅钡,train,204310
2,3,39,铅钡,train,204310
2,3,40,铅钡,train,204310
2,3,41,铅钡,validation,204310
2,3,42,铅钡,validation,204310
2,3,43,铅钡,validation,204310
2,3,44,铅钡,train,204310
2,3,45,铅钡,train,204310
2,3,46,铅钡,train,204310
2,3,47,铅钡,train,204310
2,3,48,铅钡,train,204310
2,3,49,铅钡,train,204310
2,3,50,铅钡,train,204310
2,3,51,铅钡,train,204310
2,3,52,铅钡,train,204310
2,3,53,铅钡,train,204310
2,3,54,铅钡,train,204310
2,3,55,铅钡,train,204310
2,3,56,铅钡,train,204310
2,3,57,铅钡,train,204310
2,3,58,铅钡,validation,204310
2,4,01,高钾,train,204310
2,4,02,铅钡,train,204310
2,4,03,高钾,train,204310
2,4,04,高钾,train,204310
2,4,05,高钾,train,204310
2,4,06,高钾,train,204310
2,4,07,高钾,validation,204310
2,4,08,铅钡,train,204310
2,4,09,高钾,train,204310
2,4,10,高钾,train,204310
2,4,11,铅钡,train,204310
2,4,12,高钾,train,204310
2,4,13,高钾,train,204310
2,4,14,高钾,train,204310
2,4,16,高钾,validation,204310
2,4,18,高钾,train,204310
2,4,19,铅钡,train,204310
2,4,20,铅钡,train,204310
2,4,21,高钾,train,204310
2,4,22,高钾,validation,204310
2,4,23,铅钡,train,204310
2,4,24,铅钡,train,204310
2,4,25,铅钡,train,204310
2,4,26,铅钡,train,204310
2,4,27,高钾,train,204310
2,4,28,铅钡,validation,204310
2,4,29,铅钡,validation,204310
2,4,30,铅钡,train,204310
2,4,31,铅钡,train,204310
2,4,32,铅钡,validation,204310
2,4,33,铅钡,train,204310
2,4,34,铅钡,train,204310
2,4,35,铅钡,train,204310
2,4,36,铅钡,validation,204310
2,4,37,铅钡,train,204310
2,4,38,铅钡,train,204310
2,4,39,铅钡,train,204310
2,4,40,铅钡,validation,204310
2,4,41,铅钡,train,204310
2,4,42,铅钡,train,204310
2,4,43,铅钡,train,204310
2,4,44,铅钡,train,204310
2,4,45,铅钡,train,204310
2,4,46,铅钡,train,204310
2,4,47,铅钡,validation,204310
2,4,48,铅钡,train,204310
2,4,49,铅钡,train,204310
2,4,50,铅钡,train,204310
2,4,51,铅钡,train,204310
2,4,52,铅钡,train,204310
2,4,53,铅钡,validation,204310
2,4,54,铅钡,train,204310
2,4,55,铅钡,train,204310
2,4,56,铅钡,train,204310
2,4,57,铅钡,validation,204310
2,4,58,铅钡,train,204310
3,0,01,高钾,validation,204311
3,0,02,铅钡,train,204311
3,0,03,高钾,validation,204311
3,0,04,高钾,validation,204311
3,0,05,高钾,train,204311
3,0,06,高钾,train,204311
3,0,07,高钾,train,204311
3,0,08,铅钡,validation,204311
3,0,09,高钾,train,204311
3,0,10,高钾,train,204311
3,0,11,铅钡,train,204311
3,0,12,高钾,train,204311
3,0,13,高钾,train,204311
3,0,14,高钾,train,204311
3,0,16,高钾,train,204311
3,0,18,高钾,train,204311
3,0,19,铅钡,train,204311
3,0,20,铅钡,validation,204311
3,0,21,高钾,train,204311
3,0,22,高钾,train,204311
3,0,23,铅钡,train,204311
3,0,24,铅钡,train,204311
3,0,25,铅钡,validation,204311
3,0,26,铅钡,train,204311
3,0,27,高钾,train,204311
3,0,28,铅钡,train,204311
3,0,29,铅钡,train,204311
3,0,30,铅钡,train,204311
3,0,31,铅钡,train,204311
3,0,32,铅钡,train,204311
3,0,33,铅钡,train,204311
3,0,34,铅钡,train,204311
3,0,35,铅钡,train,204311
3,0,36,铅钡,validation,204311
3,0,37,铅钡,train,204311
3,0,38,铅钡,train,204311
