glass_type,subclass_label,component,center_pct,median_pct,q25_pct,q75_pct,n_artifacts,stable_subclass_supported
铅钡,铅钡-探索组2,Fe2O3,0.7006214434761646,0.7501199361695278,0.6385194524624825,0.8325833578795866,4,0
铅钡,铅钡-探索组2,CuO,0.5361204341376374,0.5572239480875469,0.3806246773208019,0.7411053198710237,4,0
铅钡,铅钡-探索组2,PbO,14.25312238305201,13.949575482962686,12.520869019613615,15.44279051080077,4,0
铅钡,铅钡-探索组2,BaO,4.113396173618388,4.367904323779527,3.372827331216945,5.429568824211979,4,0
铅钡,铅钡-探索组2,P2O5,1.0217511105941097,1.0255003059086203,0.8411862556773471,1.3904329094913972,4,0
铅钡,铅钡-探索组2,SrO,0.20551469073012457,0.24076707036789852,0.20888504700065486,0.24171169278862878,4,0
铅钡,铅钡-探索组2,SnO2,0.4806294079350958,0.4176488388586127,0.3638481904094377,0.6332140328847642,4,0
铅钡,铅钡-探索组2,SO2,3.5794417917097214,3.502230221338854,3.470477146344713,3.5223687923694165,4,0
铅钡,铅钡-探索组3,SiO2,36.87532693114584,33.42799178016567,31.333937902146218,39.69868213324421,5,0
铅钡,铅钡-探索组3,Na2O,2.733636521966871,2.5452649540240784,2.5203727620599756,2.671774715159957,5,0
铅钡,铅钡-探索组3,K2O,0.4776304293259587,0.4378327279964175,0.28757169908678554,0.5845159826011329,5,0
铅钡,铅钡-探索组3,CaO,3.071949573624061,3.0901785642759654,2.02098717450447,4.095685364890925,5,0
铅钡,铅钡-探索组3,MgO,1.2411174834880503,1.0191302845791765,0.843681865579676,1.3297452863955637,5,0
铅钡,铅钡-探索组3,Al2O3,4.358585265465214,3.8464382812770364,3.313597691427432,4.948827568337866,5,0
铅钡,铅钡-探索组3,Fe2O3,2.3724456988038183,1.86765352138785,1.781183143439971,2.262370344423063,5,0
铅钡,铅钡-探索组3,CuO,0.4092259341709526,0.41710114702815393,0.22455413050049655,0.5619199432511999,5,0
铅钡,铅钡-探索组3,PbO,33.28989992915303,36.113969759456,28.08392845462692,40.96385542168675,5,0
铅钡,铅钡-探索组3,BaO,7.045069737611732,7.8680312648443245,5.061638188995041,9.68720186378088,5,0
铅钡,铅钡-探索组3,P2O5,3.6163199328114763,3.083300945718357,1.7764251048839819,6.933021259652233,5,0
铅钡,铅钡-探索组3,SrO,0.33877383275561623,0.3719278609095337,0.2843871457010143,0.38474689913883264,5,0
铅钡,铅钡-探索组3,SnO2,0.4437209008510321,0.41710114702815426,0.3938010061133029,0.4378327279964179,5,0
铅钡,铅钡-探索组3,SO2,3.726297828826347,3.4695231775523734,3.435591921467227,3.641972237424746,5,0
铅钡,铅钡-探索组4,SiO2,14.479915259505782,9.887233662358382,9.357260652648982,19.738873455229598,3,0
铅钡,铅钡-探索组4,Na2O,2.8128105701090735,2.755109676347866,2.621301364021627,2.758725058635539,3,0
铅钡,铅钡-探索组4,K2O,0.30665503898651186,0.28218069310825417,0.2684759311381552,0.31169829414755695,3,0
铅钡,铅钡-探索组4,CaO,1.3470768696916462,2.141891194351259,1.2886591417374231,2.185729799321957,3,0
铅钡,铅钡-探索组4,MgO,1.0476017020890394,1.026111611302743,0.9762761132296554,1.0274581223968484,3,0
铅钡,铅钡-探索组4,Al2O3,1.2654059558958761,1.2514355575841503,1.0932299691238268,1.3622380678415462,3,0
铅钡,铅钡-探索组4,Fe2O3,1.0476017020890402,1.0261116113027438,0.9762761132296561,1.0274581223968486,3,0
铅钡,铅钡-探索组4,CuO,7.000235123683929,6.3463154534387725,6.106446331976109,7.092001528831669,3,0
铅钡,铅钡-探索组4,PbO,31.202964612953103,30.580559686497004,28.78851960607971,30.941980396915714,3,0
铅钡,铅钡-探索组4,BaO,31.592414131721686,31.730958227007577,28.015747781282172,33.25853510856776,3,0
铅钡,铅钡-探索组4,P2O5,1.5391175629827298,4.473253903953101,2.3014777950375107,4.9094655140867385,3,0
铅钡,铅钡-探索组4,SrO,0.6254946877525899,0.5434192430490435,0.49890704565084554,0.6932401014207606,3,0
铅钡,铅钡-探索组4,SnO2,0.460944748919178,0.45148910897320715,0.4295614898210486,0.45208157385461356,3,0
铅钡,铅钡-探索组4,SO2,5.2717620336198205,5.752296863151792,4.571534757312416,6.071024010276657,3,0
铅钡,铅钡-探索组5,SiO2,41.28204328157942,38.23621309827031,30.927959401057777,49.23552731704886,12,0
铅钡,铅钡-探索组5,Na2O,3.018042201276698,2.5627211738854796,2.431468308458649,2.6625948453881585,12,0
铅钡,铅钡-探索组5,K2O,0.28386444936584476,0.2633405989229296,0.23297276925157556,0.26711573192756344,12,0
铅钡,铅钡-探索组5,CaO,0.9333275765569548,0.9381329378944447,0.6444001310407225,1.1714981206898607,12,0
铅钡,铅钡-探索组5,MgO,1.0286220432300386,0.9658721031081408,0.9509777734051442,0.9780651982877309,12,0
铅钡,铅钡-探索组5,Al2O3,2.0680397558631425,1.8372236224965444,1.505306519446398,2.501318123934478,12,0
铅钡,铅钡-探索组5,Fe2O3,0.8665999325565202,0.9576021779015633,0.8071844307775249,0.9731663045324891,12,0
铅钡,铅钡-探索组5,CuO,1.4888376007887998,1.1020309242447364,0.8063872560296474,2.6536565581934464,12,0
铅钡,铅钡-探索组5,PbO,31.9773623154741,36.21332932164046,19.187501051300327,43.438248604012166,12,0
铅钡,铅钡-探索组5,BaO,11.587473318738908,10.035204293710173,8.991104561415778,12.317946732605279,12,0
铅钡,铅钡-探索组5,P2O5,0.8226294223448051,0.7688249297900479,0.3352633691743897,2.432163957815491,12,0
铅钡,铅钡-探索组5,SrO,0.345917857866806,0.3496412179412595,0.2747457656998617,0.36691251128253966,12,0
铅钡,铅钡-探索组5,SnO2,0.4611672457359766,0.4225724739627349,0.42062813989278974,0.4286155808962311,12,0
铅钡,铅钡-探索组5,SO2,3.8360729986219853,3.515034669780932,3.498861345471841,3.5653023320004666,12,0
铅钡,铅钡-探索组6,SiO2,24.383913756258476,26.14392361992787,17.770838743487246,28.79340565635512,9,0
铅钡,铅钡-探索组6,Na2O,2.491017040680577,2.543938604386755,2.4979067820262344,2.6023746062515154,9,0
铅钡,铅钡-探索组6,K2O,0.2790695341192083,0.2700018028700061,0.25987525987525945,0.27931542328982767,9,0
铅钡,铅钡-探索组6,CaO,3.1735339779515614,3.2777348882917328,2.3056218577014875,3.4019869154349416,9,0
铅钡,铅钡-探索组6,MgO,0.8087032813360027,0.7484959022218013,0.5586308465796558,0.930319099451111,9,0
铅钡,铅钡-探索组6,Al2O3,2.3467087345611954,2.897801639727191,2.6072207414586845,3.3736533736533696,9,0
铅钡,铅钡-探索组6,Fe2O3,0.6588159520739055,0.8148183239376574,0.59684032088278,0.9692270414344567,9,0
铅钡,铅钡-探索组6,CuO,1.6657579138267147,0.9725914731212488,0.924037139466585,2.9655597138661225,9,0
铅钡,铅钡-探索组6,PbO,45.181590265470746,43.61104172103774,38.1293312535271,51.82563906608705,9,0
铅钡,铅钡-探索组6,BaO,7.960848349456459,7.289048602215892,6.223834775327932,8.775582753542222,9,0
铅钡,铅钡-探索组6,P2O5,6.470811492406995,7.044973068155909,5.799603879945154,8.34435834435834,9,0
铅钡,铅钡-探索组6,SrO,0.42536574387308435,0.4047968003461384,0.3586140053307487,0.5500749164257355,9,0
铅钡,铅钡-探索组6,SnO2,0.447240808440073,0.42645989823116104,0.4158004158004163,0.44130170154204723,9,0
铅钡,铅钡-探索组6,SO2,3.7066231495450035,3.5117260388572333,3.458703458703459,3.6708277900997572,9,0
