scenario,sample_point,component,estimate,relative_change,rank_or_direction_stable
componentwise_pm_10pct_phase0,07,K2O,35.071790971242535,-0.03170544784720953,
componentwise_pm_10pct_phase0,07,CaO,5.374545071700771,-0.12853490306248846,1.0
componentwise_pm_10pct_phase0,07,MgO,0.9479687106502704,-0.03170544784720819,
componentwise_pm_10pct_phase0,07,Al2O3,4.092355086623809,-0.1285349030624884,1.0
componentwise_pm_10pct_phase0,07,Fe2O3,0.7538020183359968,0.06512400736806985,1.0
componentwise_pm_10pct_phase0,07,CuO,3.0935827627970607,-0.12853490306248794,0.0
componentwise_pm_10pct_phase0,07,PbO,0.273430190757245,-0.03170544784720918,
componentwise_pm_10pct_phase0,07,BaO,0.867364934269785,-0.0317054478472087,
componentwise_pm_10pct_phase0,07,P2O5,1.2036038746815152,0.06512400736806975,1.0
componentwise_pm_10pct_phase0,07,SrO,0.05126829199072028,-0.03170544784720914,
componentwise_pm_10pct_phase1,07,SiO2,42.167768010095784,-0.06953316782000642,1.0
componentwise_pm_10pct_phase1,07,K2O,37.446294015181756,0.033852035755547814,
componentwise_pm_10pct_phase1,07,CaO,7.013628912369212,0.13723723933110282,1.0
componentwise_pm_10pct_phase1,07,MgO,1.0121500520264173,0.03385203575554854,
componentwise_pm_10pct_phase1,07,Al2O3,5.340407340959025,0.13723723933110255,1.0
componentwise_pm_10pct_phase1,07,Fe2O3,0.6585033960741485,-0.06953316782000639,1.0
componentwise_pm_10pct_phase1,07,CuO,4.037037780593846,0.13723723933110268,1.0
componentwise_pm_10pct_phase1,07,PbO,0.29194252794556613,0.033852035755548,
componentwise_pm_10pct_phase1,07,BaO,0.926089071805803,0.033852035755547905,
componentwise_pm_10pct_phase1,07,P2O5,1.0514395288505338,-0.06953316782000613,1.0
componentwise_pm_10pct_phase1,07,SrO,0.0547393640979117,0.03385203575554705,
componentwise_pm_5pct_phase0,09,SiO2,76.91076039701612,0.014980271728218622,1.0
componentwise_pm_5pct_phase0,09,K2O,3.7531471346458187,0.014980271728218713,1.0
componentwise_pm_5pct_phase0,09,CaO,5.3490659857907605,-0.08168451605542225,1.0
componentwise_pm_5pct_phase0,09,MgO,1.5425570726257158,-0.033352122163602345,
componentwise_pm_5pct_phase0,09,Al2O3,4.686087405599626,-0.08168451605542185,1.0
componentwise_pm_5pct_phase0,09,Fe2O3,2.203952372786694,0.014980271728217252,1.0
componentwise_pm_5pct_phase0,09,CuO,2.5420071128906336,-0.08168451605542155,1.0
componentwise_pm_5pct_phase0,09,PbO,0.4449320635621621,-0.03335212216360152,
componentwise_pm_5pct_phase0,09,BaO,1.411396704209369,-0.03335212216360109,
componentwise_pm_5pct_phase0,09,P2O5,1.0726687754248267,0.014980271728217589,1.0
componentwise_pm_5pct_phase0,09,SrO,0.08342497544826888,-0.033352122163601575,
componentwise_pm_5pct_phase1,09,SiO2,74.55935125658796,-0.016050937376672562,1.0
componentwise_pm_5pct_phase1,09,K2O,3.638401363934127,-0.016050937376672295,1.0
componentwise_pm_5pct_phase1,09,CaO,6.334675291628715,0.08752264816262356,1.0
componentwise_pm_5pct_phase1,09,MgO,1.6528062655912457,0.03573585539297487,
componentwise_pm_5pct_phase1,09,Al2O3,5.549537467198794,0.08752264816262469,1.0
componentwise_pm_5pct_phase1,09,Fe2O3,2.1365704651357076,-0.016050937376673447,1.0
componentwise_pm_5pct_phase1,09,CuO,3.0103927848241443,0.08752264816262521,1.0
componentwise_pm_5pct_phase1,09,PbO,0.47673211932847454,0.03573585539297753,
componentwise_pm_5pct_phase1,09,BaO,1.512271641256866,0.035735855392975725,
componentwise_pm_5pct_phase1,09,P2O5,1.0398738433481476,-0.01605093737667443,1.0
componentwise_pm_5pct_phase1,09,SrO,0.08938750116583268,0.03573585539297548,
componentwise_pm_10pct_phase0,09,SiO2,77.9726250429303,0.028993547130581974,1.0
componentwise_pm_10pct_phase0,09,K2O,3.8049647767107544,0.028993547130582394,1.0
componentwise_pm_10pct_phase0,09,CaO,4.903978119728128,-0.15809618871134337,1.0
componentwise_pm_10pct_phase0,09,MgO,1.49277002440945,-0.06455132079038094,
componentwise_pm_10pct_phase0,09,Al2O3,4.296165006234614,-0.1580961887113428,1.0
componentwise_pm_10pct_phase0,09,Fe2O3,2.2343811332600043,0.028993547130581113,1.0
componentwise_pm_10pct_phase0,09,CuO,2.3304904622458285,-0.15809618871134204,1.0
componentwise_pm_10pct_phase0,09,PbO,0.43057158737969836,-0.06455132079038085,
componentwise_pm_10pct_phase0,09,BaO,1.3658429435014152,-0.06455132079038095,
componentwise_pm_10pct_phase0,09,P2O5,1.0874785243275797,0.028993547130579975,1.0
componentwise_pm_10pct_phase0,09,SrO,0.0807323792722235,-0.06455132079038015,
componentwise_pm_10pct_phase1,09,SiO2,73.25293102487898,-0.03329157776205446,1.0
componentwise_pm_10pct_phase1,09,K2O,3.574649720809401,-0.033291577762054075,1.0
componentwise_pm_10pct_phase1,09,CaO,6.8822703126606015,0.1815325160685995,1.0
componentwise_pm_10pct_phase1,09,MgO,1.7140596535037929,0.07412046915327244,
componentwise_pm_10pct_phase1,09,Al2O3,6.029261990740493,0.1815325160686004,1.0
componentwise_pm_10pct_phase1,09,Fe2O3,2.099133727354564,-0.03329157776205479,1.0
componentwise_pm_10pct_phase1,09,CuO,3.2706233451021838,0.18153251606859994,1.0
componentwise_pm_10pct_phase1,09,PbO,0.49439992350100426,0.07412046915327322,
componentwise_pm_10pct_phase1,09,BaO,1.56831678302544,0.07412046915327238,
componentwise_pm_10pct_phase1,09,P2O5,1.0216532954962785,-0.03329157776205603,1.0
componentwise_pm_10pct_phase1,09,SrO,0.09270022292725787,0.07412046915327315,
componentwise_pm_5pct_phase0,10,SiO2,80.17766758796695,0.009430204081293326,1.0
componentwise_pm_5pct_phase0,10,K2O,5.99062320229933,0.009430204081294068,1.0
componentwise_pm_5pct_phase0,10,CaO,1.8545825055709138,-0.08670600583121116,1.0
componentwise_pm_5pct_phase0,10,MgO,1.5789989436768834,-0.038637900874959046,
componentwise_pm_5pct_phase0,10,Al2O3,2.943486651566176,-0.08670600583121028,1.0
componentwise_pm_5pct_phase0,10,Fe2O3,1.8330156503573047,0.009430204081292614,1.0
componentwise_pm_5pct_phase0,10,CuO,1.4101488171959768,-0.08670600583121174,1.0
componentwise_pm_5pct_phase0,10,PbO,0.4554432836489905,-0.03863790087495899,
componentwise_pm_5pct_phase0,10,BaO,1.4447399999678143,-0.038637900874958116,
componentwise_pm_5pct_phase0,10,P2O5,2.2258975234905987,-0.03863790087495815,
componentwise_pm_5pct_phase0,10,SrO,0.0853958342590601,-0.03863790087495905,
componentwise_pm_5pct_phase1,10,SiO2,78.61688181997273,-0.010219959657693184,1.0
componentwise_pm_5pct_phase1,10,K2O,5.874006197628963,-0.010219959657693291,1.0
componentwise_pm_5pct_phase1,10,CaO,2.2214673903329127,0.09396741300991661,1.0
componentwise_pm_5pct_phase1,10,MgO,1.7112360840556773,0.04187372667611335,
componentwise_pm_5pct_phase1,10,Al2O3,3.5257852323596497,0.09396741300991907,1.0
componentwise_pm_5pct_phase1,10,Fe2O3,1.7973330865505017,-0.010219959657693364,1.0
componentwise_pm_5pct_phase1,10,CuO,1.6891131041662966,0.09396741300991723,1.0
componentwise_pm_5pct_phase1,10,PbO,0.4935854988009687,0.04187372667611286,
componentwise_pm_5pct_phase1,10,BaO,1.5657332957212107,0.041873726676112284,
componentwise_pm_5pct_phase1,10,P2O5,2.4123107725059567,0.04187372667611167,
componentwise_pm_5pct_phase1,10,SrO,0.09254751790514501,0.04187372667611175,
componentwise_pm_10pct_phase0,10,SiO2,80.87096733911193,0.01815879061095206,1.0
componentwise_pm_10pct_phase0,10,K2O,6.042424379613457,0.018158790610952595,1.0
componentwise_pm_10pct_phase0,10,CaO,1.6916125422868329,-0.16696098950013152,1.0
componentwise_pm_10pct_phase0,10,MgO,1.520259314961181,-0.0744010994445896,
componentwise_pm_10pct_phase0,10,Al2O3,2.6848301021314853,-0.16696098950012972,1.0
componentwise_pm_10pct_phase0,10,Fe2O3,1.8488658157770368,0.01815879061095133,1.0
componentwise_pm_10pct_phase0,10,CuO,1.2862331109530927,-0.16696098950013172,1.0
componentwise_pm_10pct_phase0,10,PbO,0.43850054312992126,-0.07440109944458927,
componentwise_pm_10pct_phase0,10,BaO,1.390994877763223,-0.0744010994445892,
componentwise_pm_10pct_phase0,10,P2O5,2.1430929119912534,-0.07440109944458914,
componentwise_pm_10pct_phase0,10,SrO,0.08221906228062907,-0.07440109944459,
componentwise_pm_10pct_phase1,10,SiO2,77.73417061144691,-0.0213332207710757,1.0
componentwise_pm_10pct_phase1,10,K2O,5.808052791826496,-0.02133322077107583,1.0
componentwise_pm_10pct_phase1,10,CaO,2.4289612095739157,0.1961482857242399,1.0
componentwise_pm_10pct_phase1,10,MgO,1.7860235458517726,0.08740753247658177,
componentwise_pm_10pct_phase1,10,Al2O3,3.855107484340213,0.1961482857242411,1.0
componentwise_pm_10pct_phase1,10,Fe2O3,1.7771526110060065,-0.021333220771075842,1.0
componentwise_pm_10pct_phase1,10,CuO,1.8468829326313285,0.1961482857242391,1.0
componentwise_pm_10pct_phase1,10,PbO,0.5151570440591765,0.08740753247658281,
componentwise_pm_10pct_phase1,10,BaO,1.634161737668921,0.08740753247658327,
componentwise_pm_10pct_phase1,10,P2O5,2.5177378386016693,0.08740753247658202,
componentwise_pm_10pct_phase1,10,SrO,0.09659219299360546,0.08740753247658091,
componentwise_pm_5pct_phase0,12,SiO2,74.25193577559568,0.016134868546515028,1.0
componentwise_pm_5pct_phase0,12,K2O,6.250791574669516,0.016134868546515323,1.0
componentwise_pm_5pct_phase0,12,CaO,6.043504194426022,-0.08063988083886806,1.0
componentwise_pm_5pct_phase0,12,MgO,1.50076021092537,-0.03225250614617687,
componentwise_pm_5pct_phase0,12,Al2O3,5.042656377903361,-0.08063988083886867,1.0
componentwise_pm_5pct_phase0,12,Fe2O3,1.9432124771495831,0.01613486854651409,1.0
componentwise_pm_5pct_phase0,12,CuO,2.6326860550369946,-0.08063988083886797,1.0
componentwise_pm_5pct_phase0,12,PbO,0.4328762607288175,-0.03225250614617635,
componentwise_pm_5pct_phase0,12,BaO,1.37315374134139,-0.032252506146176814,
componentwise_pm_5pct_phase0,12,P2O5,0.4472588255920361,0.016134868546514924,1.0
componentwise_pm_5pct_phase0,12,SrO,0.08116450663123455,-0.0322525061461781,
componentwise_pm_5pct_phase1,12,SiO2,71.81259517937806,-0.01724741314333742,1.0
componentwise_pm_5pct_phase1,12,K2O,6.045439222743392,-0.017247413143336464,1.0
componentwise_pm_5pct_phase1,12,CaO,7.140244061648423,0.08620022757841633,1.0
componentwise_pm_5pct_phase1,12,MgO,1.6042418512608594,0.0344764072175401,
componentwise_pm_5pct_phase1,12,Al2O3,5.957768225008682,0.08620022757841635,1.0
componentwise_pm_5pct_phase1,12,Fe2O3,1.8793736420663727,-0.01724741314333695,1.0
componentwise_pm_5pct_phase1,12,CuO,3.1104505541669205,0.0862002275784173,1.0
componentwise_pm_5pct_phase1,12,PbO,0.4627242972082031,0.03447640721754028,
componentwise_pm_5pct_phase1,12,BaO,1.4678365564589386,0.03447640721753959,
componentwise_pm_5pct_phase1,12,P2O5,0.43256538226443714,-0.017247413143336443,1.0
componentwise_pm_5pct_phase1,12,SrO,0.08676102779569296,0.03447640721753912,
componentwise_pm_10pct_phase0,12,SiO2,75.35728107022368,0.03126147614163285,1.0
componentwise_pm_10pct_phase0,12,K2O,6.343843465944679,0.03126147614163283,1.0
componentwise_pm_10pct_phase0,12,CaO,5.546535360494022,-0.15624061042957302,1.0
componentwise_pm_10pct_phase0,12,MgO,1.4538692829415611,-0.06248956714396984,
componentwise_pm_10pct_phase0,12,Al2O3,4.627989161761152,-0.1562406104295736,1.0
componentwise_pm_10pct_phase0,12,Fe2O3,1.972139948812695,0.031261476141632195,1.0
componentwise_pm_10pct_phase0,12,CuO,2.4161952780325726,-0.15624061042957288,1.0
componentwise_pm_10pct_phase0,12,PbO,0.41935113564889553,-0.062489567143969804,
componentwise_pm_10pct_phase0,12,BaO,1.3302498498821158,-0.06248956714397103,
componentwise_pm_10pct_phase0,12,P2O5,0.4539169070707889,0.03126147614163384,1.0
componentwise_pm_10pct_phase0,12,SrO,0.07862853918781473,-0.062489567143971046,
componentwise_pm_10pct_phase1,12,SiO2,70.46227085007915,-0.03572654935056185,1.0
componentwise_pm_10pct_phase1,12,K2O,5.931764126565932,-0.03572654935056192,1.0
componentwise_pm_10pct_phase1,12,CaO,7.747356708368945,0.17855643968264556,1.0
componentwise_pm_10pct_phase1,12,MgO,1.6615252731812893,0.07141494516604113,
componentwise_pm_10pct_phase1,12,Al2O3,6.464338645347703,0.17855643968264556,1.0
componentwise_pm_10pct_phase1,12,Fe2O3,1.8440349393445676,-0.03572654935056168,1.0
componentwise_pm_10pct_phase1,12,CuO,3.374922447862611,0.17855643968264548,1.0
componentwise_pm_10pct_phase1,12,PbO,0.4792470123642628,0.07141494516604305,
componentwise_pm_10pct_phase1,12,BaO,1.5202492900550508,0.07141494516604104,
componentwise_pm_10pct_phase1,12,P2O5,0.42443166201348115,-0.0357265493505627,1.0
componentwise_pm_10pct_phase1,12,SrO,0.08985904481698236,0.07141494516604106,
componentwise_pm_5pct_phase0,22,SiO2,66.15619666888931,0.026616619725956903,1.0
componentwise_pm_5pct_phase0,22,K2O,4.166168675729471,0.02661661972595657,1.0
componentwise_pm_5pct_phase0,22,CaO,12.67523163588247,-0.07115639167651569,1.0
componentwise_pm_5pct_phase0,22,MgO,0.787491980493428,0.026616619725956827,1.0
componentwise_pm_5pct_phase0,22,Al2O3,10.996792966095668,-0.07115639167651513,1.0
componentwise_pm_5pct_phase0,22,Fe2O3,2.133446821266098,0.02661661972595715,1.0
componentwise_pm_5pct_phase0,22,CuO,0.7983058347975823,-0.07115639167651511,1.0
componentwise_pm_5pct_phase0,22,PbO,0.39378145072483983,-0.022269885975278524,
componentwise_pm_5pct_phase0,22,BaO,1.2491386601410297,-0.02226988597527951,
componentwise_pm_5pct_phase0,22,P2O5,0.5696110949868801,0.02661661972595515,1.0
componentwise_pm_5pct_phase0,22,SrO,0.07383421099323344,-0.022269885975280512,
componentwise_pm_5pct_phase1,22,SiO2,62.64583784103903,-0.027857381128562383,1.0
componentwise_pm_5pct_phase1,22,K2O,3.9451047735472327,-0.027857381128562887,1.0
componentwise_pm_5pct_phase1,22,CaO,14.66253239396773,0.07447342085790387,1.0
componentwise_pm_5pct_phase1,22,MgO,0.7457063343290609,-0.027857381128564177,1.0
componentwise_pm_5pct_phase1,22,Al2O3,12.720937788519432,0.07447342085790504,1.0
componentwise_pm_5pct_phase1,22,Fe2O3,2.0202425522803247,-0.02785738112856294,1.0
componentwise_pm_5pct_phase1,22,CuO,0.9234691324990579,0.07447342085790434,1.0
componentwise_pm_5pct_phase1,22,PbO,0.4121379824765067,0.023308019864671445,
componentwise_pm_5pct_phase1,22,BaO,1.3073685575496203,0.023308019864670446,
componentwise_pm_5pct_phase1,22,P2O5,0.5393865742857231,-0.027857381128564097,1.0
componentwise_pm_5pct_phase1,22,SrO,0.07727606950627867,0.023308019864670522,
componentwise_pm_10pct_phase0,22,SiO2,67.79666768941308,0.052073567051353756,1.0
componentwise_pm_10pct_phase0,22,K2O,4.269476896626064,0.05207356705135317,1.0
componentwise_pm_10pct_phase0,22,CaO,11.746520509020177,-0.13921253604889297,1.0
componentwise_pm_10pct_phase0,22,MgO,0.8070193692784888,0.05207356705135383,1.0
componentwise_pm_10pct_phase0,22,Al2O3,10.191060630719454,-0.13921253604889258,1.0
componentwise_pm_10pct_phase0,22,Fe2O3,2.186349767026907,0.052073567051354575,1.0
componentwise_pm_10pct_phase0,22,CuO,0.739814161216109,-0.13921253604889203,1.0
componentwise_pm_10pct_phase0,22,PbO,0.38520302331821044,-0.04356948449876854,
componentwise_pm_10pct_phase0,22,BaO,1.221926496396116,-0.04356948449876921,
componentwise_pm_10pct_phase0,22,P2O5,0.58373570524783,0.05207356705135255,1.0
componentwise_pm_10pct_phase0,22,SrO,0.07222575173755924,-0.04356948449876948,
componentwise_pm_10pct_phase1,22,SiO2,60.765000315412706,-0.05704435317407386,1.0
componentwise_pm_10pct_phase1,22,K2O,3.8266595366993665,-0.05704435317407316,1.0
componentwise_pm_10pct_phase1,22,CaO,15.727320930928034,0.1525013461205758,1.0
componentwise_pm_10pct_phase1,22,MgO,0.7233177366976878,-0.05704435317407385,1.0
componentwise_pm_10pct_phase1,22,Al2O3,13.64472832978863,0.15250134612057684,1.0
componentwise_pm_10pct_phase1,22,Fe2O3,1.9595881156226562,-0.05704435317407387,1.0
componentwise_pm_10pct_phase1,22,CuO,0.9905311733594905,0.15250134612057686,1.0
componentwise_pm_10pct_phase1,22,PbO,0.42197334559806843,0.047728496473252606,
componentwise_pm_10pct_phase1,22,BaO,1.338567925343743,0.04772849647325028,
componentwise_pm_10pct_phase1,22,P2O5,0.5231923857378769,-0.05704435317407462,1.0
componentwise_pm_10pct_phase1,22,SrO,0.07912020481172723,0.04772849647325061,
componentwise_pm_5pct_phase0,27,SiO2,47.851902911690985,0.031931145222071224,1.0
componentwise_pm_5pct_phase0,27,K2O,36.38805926556846,-0.017208433121836692,
componentwise_pm_5pct_phase0,27,CaO,5.1709201377545115,-0.06634801146574487,1.0
componentwise_pm_5pct_phase0,27,MgO,0.47868749879253275,0.031931145222072216,1.0
componentwise_pm_5pct_phase0,27,Al2O3,5.681511447215355,-0.06634801146574482,1.0
componentwise_pm_5pct_phase0,27,Fe2O3,0.8782859461442442,0.03193114522206921,1.0
componentwise_pm_5pct_phase0,27,CuO,1.6103470981089212,-0.06634801146574482,1.0
componentwise_pm_5pct_phase0,27,PbO,0.28369221276519896,-0.017208433121835398,
componentwise_pm_5pct_phase0,27,BaO,0.8999177332849679,-0.017208433121838007,
componentwise_pm_5pct_phase0,27,P2O5,0.7034833226326949,0.031931145222071224,1.0
componentwise_pm_5pct_phase0,27,SrO,0.0531924260421282,-0.017208433121837202,
componentwise_pm_5pct_phase1,27,SiO2,44.83775380006695,-0.03306928642990308,1.0
componentwise_pm_5pct_phase1,27,K2O,37.685060968299105,0.017821803757997218,
componentwise_pm_5pct_phase1,27,CaO,5.918938847287624,0.06871289394589727,1.0
componentwise_pm_5pct_phase1,27,MgO,0.4485353959201816,-0.03306928642990313,1.0
componentwise_pm_5pct_phase1,27,Al2O3,6.503391644109892,0.06871289394589641,1.0
componentwise_pm_5pct_phase1,27,Fe2O3,0.8229634899149074,-0.033069286429903644,1.0
componentwise_pm_5pct_phase1,27,CuO,1.8432978546740604,0.06871289394589733,1.0
componentwise_pm_5pct_phase1,27,PbO,0.29380402665234545,0.017821803757998248,
componentwise_pm_5pct_phase1,27,BaO,0.931994047766861,0.017821803757996742,
componentwise_pm_5pct_phase1,27,P2O5,0.6591715293092649,-0.03306928642990382,1.0
componentwise_pm_5pct_phase1,27,SrO,0.055088395998797286,0.017821803757995563,
componentwise_pm_10pct_phase0,27,SiO2,49.282490513033736,0.06278191210836458,1.0
componentwise_pm_10pct_phase0,27,K2O,35.77247108922666,-0.03383462535603175,
componentwise_pm_10pct_phase0,27,CaO,4.8158924825852285,-0.13045116282042774,1.0
componentwise_pm_10pct_phase0,27,MgO,0.4929984114004216,0.06278191210836657,1.0
componentwise_pm_10pct_phase0,27,Al2O3,5.291427355180186,-0.13045116282042865,1.0
componentwise_pm_10pct_phase0,27,Fe2O3,0.9045433133236932,0.06278191210836433,1.0
componentwise_pm_10pct_phase0,27,CuO,1.4997830710074418,-0.1304511628204283,0.0
componentwise_pm_10pct_phase0,27,PbO,0.2788929028975319,-0.03383462535603046,
componentwise_pm_10pct_phase0,27,BaO,0.8846935436064959,-0.033834625356031885,
componentwise_pm_10pct_phase0,27,P2O5,0.7245147645999459,0.06278191210836533,1.0
componentwise_pm_10pct_phase0,27,SrO,0.052292553138671274,-0.03383462535603235,
componentwise_pm_10pct_phase1,27,SiO2,43.2486408104398,-0.06733866941138046,1.0
componentwise_pm_10pct_phase1,27,K2O,38.368863320820154,0.0362903673206887,
componentwise_pm_10pct_phase1,27,CaO,6.313307607352953,0.13991940405275735,1.0
componentwise_pm_10pct_phase1,27,MgO,0.4326386713174601,-0.06733866941137948,1.0
componentwise_pm_10pct_phase1,27,Al2O3,6.936701493236347,0.1399194040527585,1.0
componentwise_pm_10pct_phase1,27,Fe2O3,0.7937965076070048,-0.06733866941138039,1.0
componentwise_pm_10pct_phase1,27,CuO,1.9661136343491665,0.13991940405275874,1.0
componentwise_pm_10pct_phase1,27,PbO,0.2991351546761009,0.0362903673206899,
componentwise_pm_10pct_phase1,27,BaO,0.9489052509339374,0.03629036732068742,
componentwise_pm_10pct_phase1,27,P2O5,0.6358095642052913,-0.06733866941138048,1.0
componentwise_pm_10pct_phase1,27,SrO,0.05608798506174928,0.03629036732068805,
zero_c_0.25,07,SiO2,45.34613895262177,0.0006002274708480614,
zero_c_0.25,07,K2O,36.24190794589733,0.0006002274708480262,
zero_c_0.25,07,CaO,6.17095399482388,0.0006002274708480302,
zero_c_0.25,07,MgO,0.9795962451746119,0.0006002274708481476,
zero_c_0.25,07,Al2O3,4.698766990160805,0.0006002274708480635,
zero_c_0.25,07,Fe2O3,0.708137705842113,0.000600227470848139,
zero_c_0.25,07,CuO,3.551994941659252,0.0006002274708477509,
zero_c_0.25,07,PbO,0.28255277328662,0.0006002274708480765,
zero_c_0.25,07,BaO,0.8362804992786358,-0.06640697643046524,
zero_c_0.25,07,P2O5,1.1306911706619198,0.0006002274708479699,
zero_c_0.25,07,SrO,0.052978780593058473,0.0006002274708471846,
zero_c_0.25,09,SiO2,75.84978550051568,0.000978738221229474,
zero_c_0.25,09,K2O,3.7013729112188676,0.0009787382212293931,
zero_c_0.25,09,CaO,5.830568486245928,0.0009787382212297325,
zero_c_0.25,09,MgO,1.5973415631420351,0.0009787382212294515,
zero_c_0.25,09,Al2O3,5.107911105128005,0.0009787382212294098,
zero_c_0.25,09,Fe2O3,2.173549108945089,0.0009787382212299277,
zero_c_0.25,09,CuO,2.7708288893059994,0.0009787382212297457,
zero_c_0.25,09,PbO,0.4607339919635121,0.0009787382212303349,
zero_c_0.25,09,BaO,1.363649163135397,-0.06605381341270751,
zero_c_0.25,09,P2O5,1.057871435792365,0.0009787382212294387,
zero_c_0.25,09,SrO,0.08638784460713254,0.0009787382212294712,
zero_c_0.25,10,SiO2,79.50865552527662,0.0010073975406388956,
zero_c_0.25,10,K2O,5.94063672469353,0.0010073975406387162,
zero_c_0.25,10,CaO,2.0326979256176303,0.0010073975406385707,
zero_c_0.25,10,MgO,1.6441147667127163,0.0010073975406382641,
zero_c_0.25,10,Al2O3,3.22618119859805,0.0010073975406385913,
zero_c_0.25,10,Fe2O3,1.8177207481971274,0.0010073975406382906,
zero_c_0.25,10,CuO,1.5455805103931062,0.0010073975406384476,
zero_c_0.25,10,PbO,0.47422516085017963,0.0010073975406386846,
zero_c_0.25,10,BaO,1.4035794080986979,-0.06602707332218355,
zero_c_0.25,10,P2O5,2.317690586314312,0.0010073975406383068,
zero_c_0.25,10,SrO,0.0889174452480211,0.0010073975406386922,
zero_c_0.25,12,SiO2,73.14241431451978,0.0009511102751186044,
zero_c_0.25,12,K2O,6.157388118875868,0.0009511102751180923,
zero_c_0.25,12,CaO,6.579850601832378,0.0009511102751181942,
zero_c_0.25,12,MgO,1.5522516037735907,0.0009511102751185193,
zero_c_0.25,12,Al2O3,5.49017995777739,0.0009511102751184311,
zero_c_0.25,12,Fe2O3,1.9141757129991672,0.0009511102751185568,
zero_c_0.25,12,CuO,2.8663305867558995,0.0009511102751184057,
zero_c_0.25,12,PbO,0.4477283346534802,0.0009511102751184409,
zero_c_0.25,12,BaO,1.3251559023467396,-0.06607959119791822,
zero_c_0.25,12,P2O5,0.44057558884586234,0.0009511102751176199,
zero_c_0.25,12,SrO,0.08394927761986845,0.000951110275118422,
zero_c_0.25,22,SiO2,64.49617581785428,0.0008562967241116541,
zero_c_0.25,22,K2O,4.061629309519319,0.0008562967241115653,
zero_c_0.25,22,CaO,13.657934749755535,0.0008562967241118829,
zero_c_0.25,22,MgO,0.7677318798004462,0.0008562967241116799,
zero_c_0.25,22,Al2O3,11.849367735601819,0.0008562967241120149,
zero_c_0.25,22,Fe2O3,2.07991342022127,0.0008562967241116713,
zero_c_0.25,22,CuO,0.8601980078335186,0.0008562967241117161,
zero_c_0.25,22,PbO,0.403095536117594,0.0008562967241116281,
zero_c_0.25,22,BaO,1.1930547779810972,-0.06616805536905113,
zero_c_0.25,22,P2O5,0.5553181588407532,0.0008562967241117387,
zero_c_0.25,22,SrO,0.07558060647436088,0.0008562967241116792,
zero_c_0.25,27,SiO2,46.39966913861737,0.0006135764444272243,
zero_c_0.25,27,K2O,37.04792282380872,0.0006135764444274085,
zero_c_0.25,27,CaO,5.541778902725722,0.0006135764444272775,
zero_c_0.25,27,MgO,0.4641600482587979,0.0006135764444272444,
zero_c_0.25,27,Al2O3,6.088989857701707,0.0006135764444272471,
zero_c_0.25,27,Fe2O3,0.8516312796462293,0.0006135764444271677,
zero_c_0.25,27,CuO,1.725841308050247,0.0006135764444276462,
zero_c_0.25,27,PbO,0.2888367067761069,0.0006135764444270902,
zero_c_0.25,27,BaO,0.8548792586356768,-0.06639452139771237,
zero_c_0.25,27,P2O5,0.6821336546412963,0.0006135764444272214,
zero_c_0.25,27,SrO,0.0541570211381025,0.0006135764444263941,
zero_c_0.75,07,SiO2,45.30214533893059,-0.00037052816311341585,
zero_c_0.75,07,K2O,36.206747014130485,-0.000370528163113457,
zero_c_0.75,07,CaO,6.164967099965248,-0.00037052816311321197,
