artifact_id,sample_point,glass_type,component,observed_weathered_pct,estimated_unweathered_pct,median_pct,ci_low_pct,ci_high_pct,modeled,bootstrap_success
12,12,高钾,CuO,1.65,2.863606980732624,2.769474960310532,1.5182089174845488,5.093587421983573,1,1000
12,12,高钾,PbO,,0.44730290026894415,0.4838684584152615,0.20216099548054475,1.366354005530243,1,1000
12,12,高钾,BaO,,1.4189173829560986,1.4891015534158831,0.7808331613396897,2.939565777715098,1,1000
12,12,高钾,P2O5,0.15,0.44015695104705704,0.43916777394820805,0.21956421593234343,0.8454521206969409,1,1000
12,12,高钾,SrO,,0.08386950846859484,0.08319309820189788,0.04904125443470428,0.1159144760698381,1,1000
12,12,高钾,Na2O,,,,,,0,1000
12,12,高钾,SnO2,,,,,,0,1000
12,12,高钾,SO2,,,,,,0,1000
22,22,高钾,SiO2,92.35,64.44099520476195,64.50890564729988,53.49667201376705,73.1039580577431,1,1000
22,22,高钾,K2O,0.74,4.058154325264656,4.043961779419609,1.277543156461196,9.259734108700588,1,1000
22,22,高钾,CaO,1.66,13.64624951100285,12.685641427514248,7.457147279550488,20.60559768491108,1,1000
22,22,高钾,MgO,0.64,0.7670750359600058,0.7628008655566858,0.4555296352569285,1.1664432740173172,1,1000
22,22,高钾,Al2O3,3.5,11.839229841872214,11.813682612800417,7.677754608301744,16.170746694894813,1,1000
22,22,高钾,Fe2O3,0.35,2.078133920952493,2.0938426891406268,1.0062117302194642,3.705751171533073,1,1000
22,22,高钾,CuO,0.55,0.8594620532927857,0.83533279583847,0.4448093240556191,1.6051969260980656,1,1000
22,22,高钾,PbO,,0.40275066204505106,0.43488787360065434,0.1806424205248269,1.237497488408958,1,1000
22,22,高钾,BaO,,1.2775904538718617,1.3586980993019564,0.6862056009386409,2.675235039459038,1,1000
22,22,高钾,P2O5,0.21,0.5548430485558786,0.5572551493889817,0.2627620497765349,1.1233516960666274,1,1000
22,22,高钾,SrO,,0.07551594242024821,0.07520733292501167,0.043691125721706595,0.10608684345751286,1,1000
22,22,高钾,Na2O,,,,,,0,1000
22,22,高钾,SnO2,,,,,,0,1000
22,22,高钾,SO2,,,,,,0,1000
27,27,高钾,SiO2,92.72,46.3712168522574,48.12832866165273,28.491823581138085,67.18614705771476,1,1000
27,27,高钾,K2O,,37.02520503015212,34.175159739521575,10.296025568413265,59.41788585248667,1,1000
27,27,高钾,CaO,0.94,5.538380682798485,5.349151021582594,2.8344173102982766,9.278352090209298,1,1000
27,27,高钾,MgO,0.54,0.46387542522473135,0.4702859163037675,0.22088736106846182,0.8440323510264665,1,1000
27,27,高钾,Al2O3,2.51,6.085256087907859,6.321816361545106,3.399415069589013,9.549991574919503,1,1000
27,27,高钾,Fe2O3,0.2,0.8511090591758804,0.8739343500549728,0.3411325140505445,1.8948025721434922,1,1000
27,27,高钾,CuO,1.54,1.7247830218163118,1.737770381837958,0.8813908842682486,3.164611114863781,1,1000
27,27,高钾,PbO,,0.2886595920499671,0.33979158610978455,0.11710325511783691,0.9540959515781463,1,1000
27,27,高钾,BaO,,0.91567506642691,1.0191281933385978,0.42377795450870603,2.130248865794185,1,1000
27,27,高钾,P2O5,0.36,0.6817153701483692,0.6967525794978949,0.3139890952105248,1.4412216017531183,1,1000
27,27,高钾,SrO,,0.054123812041951,0.0561388236614589,0.02671058976933602,0.09356469978094221,1,1000
27,27,高钾,Na2O,,,,,,0,1000
27,27,高钾,SnO2,,,,,,0,1000
27,27,高钾,SO2,,,,,,0,1000
02,02,铅钡,SiO2,36.28,60.73277570047709,59.755767053358106,53.273724838356536,66.0257937638176,1,1000
02,02,铅钡,Na2O,,2.4876859651417647,2.380062466011779,1.2361169670361232,4.091057956527836,1,1000
02,02,铅钡,K2O,1.05,0.6765965482845143,0.6723305014296366,0.5013768121404502,0.9021716139112815,1,1000
02,02,铅钡,CaO,2.34,0.9327653172676328,0.9118241307454094,0.6025909559252122,1.4189395124888053,1,1000
02,02,铅钡,MgO,1.18,0.8509394667282056,0.8345714661619537,0.6678135760515486,1.0252372139174952,1,1000
02,02,铅钡,Al2O3,5.73,6.785902209305232,6.6139970231663225,4.38248150878045,10.04937306882599,1,1000
02,02,铅钡,Fe2O3,1.86,1.832367238140252,1.773863556321478,1.1612072555178663,2.6661817810539183,1,1000
02,02,铅钡,CuO,0.26,0.12993606592410392,0.12355921944271198,0.06386212252636132,0.25756559413467317,1,1000
02,02,铅钡,PbO,47.43,16.874916457857722,16.585095841890965,12.827165797996434,21.575131571336986,1,1000
02,02,铅钡,BaO,,4.98000921205794,4.8273672064884945,2.9406046241814594,7.413953258491485,1,1000
02,02,铅钡,P2O5,3.57,0.6822348680329658,0.6646054132097963,0.31211474425672353,1.4517296720355133,1,1000
02,02,铅钡,SrO,0.19,0.12277476068211271,0.11931289931295401,0.08766422541301498,0.17160594496329531,1,1000
02,02,铅钡,SnO2,,0.30054993707430966,0.29952798476242026,0.15355690589729434,0.9977856219094027,1,1000
02,02,铅钡,SO2,,2.610546253026147,2.7629095650946613,2.199861614455945,6.97380026855005,1,1000
08,08,铅钡,SiO2,20.14,44.474152290863664,44.395935040709006,35.2149978636224,53.24979629107729,1,1000
08,08,铅钡,Na2O,,3.2816171801938854,3.1605320850268583,1.6680094925250917,5.227334269955534,1,1000
08,08,铅钡,K2O,,0.23375748891832515,0.23117528386564345,0.16751307738566304,0.32140421123649765,1,1000
08,08,铅钡,CaO,1.48,0.7782347302568002,0.7656533577737743,0.5062260627549839,1.2078209392496808,1,1000
08,08,铅钡,MgO,,0.9512814326548857,0.9593783703294807,0.7195136195803289,1.2476488025234864,1,1000
08,08,铅钡,Al2O3,1.34,2.0933899452616025,2.068924547189308,1.2987713951236255,3.3229181458880848,1,1000
08,08,铅钡,Fe2O3,,1.2995468313916925,1.2195264757735012,0.5524616897433671,2.23292892275836,1,1000
08,08,铅钡,CuO,10.41,6.862770183275781,6.621626442016234,3.676628271520085,12.05880753727855,1,1000
08,08,铅钡,PbO,28.68,13.460463492937247,13.397442266611066,10.618971826753283,17.042409399396323,1,1000
08,08,铅钡,BaO,31.23,22.52040072709248,22.224009149858652,15.93982920996691,29.282599652635962,1,1000
08,08,铅钡,P2O5,3.59,0.9050081806639265,0.8960627936631176,0.4224130149581888,1.9017525907796355,1,1000
08,08,铅钡,SrO,0.37,0.31539120618802763,0.31261698837215124,0.2325966280587361,0.4122299902228866,1,1000
08,08,铅钡,SnO2,,0.3964687869889726,0.3972470873103777,0.21159143967388322,1.2792846820364772,1,1000
08,08,铅钡,SO2,2.58,2.4275175233126767,2.4780111458696963,2.1341881057399767,2.847488239520768,1,1000
08,08严重风化点,铅钡,SiO2,4.61,13.459617389296119,13.34022716846258,10.085434936022187,17.54132238499872,1,1000
08,08严重风化点,铅钡,Na2O,,4.338818599461004,4.1752233359151045,2.2180775050820203,6.821081675844289,1,1000
08,08严重风化点,铅钡,K2O,,0.3090644901554931,0.3061268051533076,0.22420939160259346,0.40797474534597505,1,1000
08,08严重风化点,铅钡,CaO,3.19,2.21780394842837,2.1861825613597197,1.4385814960274341,3.394897520656824,1,1000
08,08严重风化点,铅钡,MgO,,1.2577449917790438,1.2607317623968979,0.9333792347331596,1.6417201967356216,1,1000
08,08严重风化点,铅钡,Al2O3,1.11,2.2927246001007173,2.2539824645009476,1.371881084269718,3.7436035782321326,1,1000
08,08严重风化点,铅钡,Fe2O3,,1.718207107441995,1.6069161964172745,0.730738976442083,2.9265894462246855,1,1000
08,08严重风化点,铅钡,CuO,3.14,2.736919039593862,2.6227484037449,1.4566311664628164,4.822033135510865,1,1000
08,08严重风化点,铅钡,PbO,32.45,20.136275530150126,20.000086970484052,16.010126980751565,24.645912131503103,1,1000
08,08严重风化点,铅钡,BaO,30.62,29.193952207501095,28.676513403574432,21.456499439598474,36.069101712901166,1,1000
08,08严重风化点,铅钡,P2O5,7.56,2.519784664037665,2.4824321128523072,1.1910237036334348,5.120092269805741,1,1000
08,08严重风化点,铅钡,SrO,0.53,0.5973203379149836,0.5875442364665395,0.45157712174285425,0.7524998813653521,1,1000
08,08严重风化点,铅钡,SnO2,,0.524194643261791,0.5244268829047473,0.2908894667181995,1.671165622922533,1,1000
08,08严重风化点,铅钡,SO2,15.03,18.697572450877743,18.956952507502837,16.53227207442797,22.047052475197145,1,1000
11,11,铅钡,SiO2,33.59,62.92405889230025,61.62815118150853,54.049595596876635,68.74742188249463,1,1000
11,11,铅钡,Na2O,,2.7838538346363193,2.648042140850263,1.390929767071607,4.590890111044765,1,1000
11,11,铅钡,K2O,0.21,0.15142955516382509,0.15064943823920957,0.11235589202622563,0.20122213090570312,1,1000
11,11,铅钡,CaO,3.51,1.5657215229394628,1.5328717101094496,0.9989307993702828,2.3853529029583824,1,1000
11,11,铅钡,MgO,0.71,0.5729620812779568,0.5595483644145753,0.4493204109016488,0.6932069454901111,1,1000
11,11,铅钡,Al2O3,2.69,3.564972038675988,3.478329318246777,2.2791147679238666,5.35785284747641,1,1000
11,11,铅钡,Fe2O3,,1.102428537884939,1.0306702782496862,0.4636350972637443,1.914978132422519,1,1000
11,11,铅钡,CuO,4.93,2.7571104088967173,2.6115499776413325,1.3788895705073012,5.235275203137543,1,1000
11,11,铅钡,PbO,25.39,10.108857644154936,9.913550784139957,7.665532162903814,12.912512690240755,1,1000
11,11,铅钡,BaO,14.61,8.937434214623716,8.665542614133535,5.698368952281831,12.618455424331248,1,1000
11,11,铅钡,P2O5,9.38,2.005946782724749,1.9452660491988027,0.9033239299672255,4.187866846604841,1,1000
11,11,铅钡,SrO,0.37,0.2675519326435393,0.25962139000538154,0.1911188435066185,0.3694722724118034,1,1000
11,11,铅钡,SnO2,,0.3363314769420026,0.33396278443489114,0.17141135891143225,1.0967171257117942,1,1000
11,11,铅钡,SO2,,2.921341077135582,3.0556846031603815,2.503816746661589,7.803609933791668,1,1000
19,19,铅钡,SiO2,29.64,59.034184361147055,57.820842343939695,50.81130466100732,64.42606931195509,1,1000
19,19,铅钡,Na2O,,2.95981844275784,2.815477651388747,1.4732199311180332,4.87372947323979,1,1000
19,19,铅钡,K2O,,0.21083499044588194,0.20394416377469218,0.14482750640958797,0.2950444225524982,1,1000
19,19,铅钡,CaO,2.93,1.3896123602093349,1.3569641805811374,0.9046304709208001,2.105107390652597,1,1000
19,19,铅钡,MgO,0.59,0.5062187033621693,0.4940259032215388,0.39625145860618305,0.6104712105180495,1,1000
19,19,铅钡,Al2O3,3.57,5.030263171426048,4.888143949847825,3.2003698893273773,7.491768737948697,1,1000
19,19,铅钡,Fe2O3,1.33,1.5589088799431527,1.498486670857427,0.9828586995714573,2.242794603859604,1,1000
19,19,铅钡,CuO,3.51,2.087050693223332,1.9681571950680734,1.0334945193528144,4.035241107980635,1,1000
19,19,铅钡,PbO,42.82,18.126113109796833,17.719070891706696,13.770026978399994,22.831073484070032,1,1000
19,19,铅钡,BaO,5.35,3.479646029381992,3.3729926521526474,2.1860264213577594,5.00533153549924,1,1000
19,19,铅钡,P2O5,8.83,2.007686576239572,1.9561630460981543,0.9150128329198788,4.183205317198601,1,1000
19,19,铅钡,SrO,0.19,0.1460759139473573,0.14138835012383227,0.10459997011434866,0.20125517186611264,1,1000
19,19,铅钡,SnO2,,0.3575906521913255,0.3546223462661997,0.18200543420458462,1.1754133484088327,1,1000
19,19,铅钡,SO2,,3.105996115928098,3.265329515092186,2.6469796297287957,8.182371239441105,1,1000
26,26,铅钡,SiO2,19.79,44.22530194603555,44.22230071833629,34.753956883255114,53.28058393573292,1,1000
26,26,铅钡,Na2O,,3.320968196310914,3.198449681249561,1.6895110007870664,5.276048588192158,1,1000
26,26,铅钡,K2O,,0.23656055649409818,0.2337582509324831,0.16934240864473987,0.32509900806557024,1,1000
26,26,铅钡,CaO,1.44,0.7662812247510052,0.75363342954666,0.49637809998017124,1.1922324698419067,1,1000
26,26,铅钡,MgO,,0.9626885800863902,0.971166790484517,0.7238121533125252,1.2681027345765912,1,1000
26,26,铅钡,Al2O3,0.7,1.1066751939818849,1.0931774431570827,0.6826908508673234,1.7711905048373824,1,1000
26,26,铅钡,Fe2O3,,1.3151301506818187,1.231661274894262,0.5581341359744518,2.257145442995685,1,1000
26,26,铅钡,CuO,10.57,7.051808554379457,6.807539019954506,3.782358946343735,12.35525194402113,1,1000
26,26,铅钡,PbO,29.53,14.025589192177948,13.957506373725238,11.076542105760236,17.72735550067688,1,1000
26,26,铅钡,BaO,32.25,23.534807405860015,23.25064881366569,16.734360804424767,30.472580698204116,1,1000
26,26,铅钡,P2O5,3.13,0.798507856991121,0.7895470852878922,0.37399234559398276,1.683483083093126,1,1000
26,26,铅钡,SrO,0.45,0.38818358773597506,0.3852592398017425,0.2866755310023902,0.5071173248060598,1,1000
26,26,铅钡,SnO2,,0.40122298248772376,0.4026039857304064,0.2137912013107568,1.2942052273046616,1,1000
26,26,铅钡,SO2,1.96,1.8662745720261154,1.9057147610404552,1.6372866627473492,2.200911889700429,1,1000
26,26严重风化点,铅钡,SiO2,3.72,10.675707755759907,10.595948950482835,7.881749031288698,14.185401868687604,1,1000
26,26严重风化点,铅钡,Na2O,,4.264748653460627,4.1054214833308365,2.1937711489697582,6.704808903146502,1,1000
26,26严重风化点,铅钡,K2O,0.4,0.4418739049504476,0.4400625708868302,0.33195160460597667,0.567625647903639,1,1000
26,26严重风化点,铅钡,CaO,3.01,2.0569366310914052,2.0272150515443172,1.3173503153493022,3.169685817806814,1,1000
26,26严重风化点,铅钡,MgO,,1.2362734548876664,1.2387641075018718,0.9101237391478768,1.6175222353046277,1,1000
26,26严重风化点,铅钡,Al2O3,1.18,2.395702394148852,2.354295403350412,1.4247857664189743,3.9343471747943144,1,1000
26,26严重风化点,铅钡,Fe2O3,,1.6888748123141197,1.5794068864657405,0.7226936400407267,2.8869424939485864,1,1000
26,26严重风化点,铅钡,CuO,3.6,3.084300974143334,2.960277149794603,1.674238746796167,5.395259327113358,1,1000
26,26严重风化点,铅钡,PbO,29.92,18.24937438280887,18.115571472769663,14.350862588239831,22.463492590029798,1,1000
26,26严重风化点,铅钡,BaO,35.45,33.22200914310394,32.64696361862255,24.948511864339505,40.40233764005105,1,1000
26,26严重风化点,铅钡,P2O5,6.04,1.9787937002403988,1.94350235641772,0.9308556272064163,4.030401356455416,1,1000
26,26严重风化点,铅钡,SrO,0.62,0.6868233785674289,0.6761594473193135,0.5207287450081062,0.8666558871890006,1,1000
26,26严重风化点,铅钡,SnO2,,0.5152458780553095,0.5152679058548546,0.2851693891287338,1.6512418781438425,1,1000
26,26严重风化点,铅钡,SO2,15.95,19.503334936467684,19.794663602548262,17.0817717867689,23.31118288099397,1,1000
34,34,铅钡,SiO2,35.78,65.20377111427791,64.08749038585105,56.884309501714505,70.61387400585949,1,1000
34,34,铅钡,Na2O,,2.708146049653946,2.5804770648548745,1.358765629641527,4.415433107721163,1,1000
34,34,铅钡,K2O,0.25,0.17537069112585457,0.17439977653770344,0.1296435041338959,0.23563731881451933,1,1000
34,34,铅钡,CaO,0.78,0.33847582915857755,0.3311195802327468,0.21564529741733762,0.5400594197539,1,1000
34,34,铅钡,MgO,,0.7850425300983056,0.7775167146148995,0.5843985712755914,1.0279564757423498,1,1000
34,34,铅钡,Al2O3,1.62,2.088548262272823,2.0376381899422147,1.3099983243418347,3.1870136989376374,1,1000
34,34,铅钡,Fe2O3,0.47,0.5040503933051433,0.48779120481469823,0.3138710144066029,0.7423008179733734,1,1000
34,34,铅钡,CuO,1.51,0.8215042959319088,0.7791527502025616,0.4057606975460666,1.612676105465199,1,1000
34,34,铅钡,PbO,46.55,18.029542978948303,17.704874801262076,13.844456284699548,22.691269525227437,1,1000
34,34,铅钡,BaO,10.0,5.950977321095121,5.805470399051687,3.8066853330297215,8.57728661963558,1,1000
34,34,铅钡,P2O5,0.34,0.07073284699453486,0.06901988381541596,0.03157129417055446,0.15285476334684117,1,1000
34,34,铅钡,SrO,0.22,0.15475856788712122,0.15024690693639065,0.11085991763148835,0.21359274479329218,1,1000
34,34,铅钡,SnO2,,0.32718483611541815,0.3261316120375485,0.16650328533162242,1.08007235448153,1,1000
34,34,铅钡,SO2,,2.8418942831350447,2.999532000796963,2.3947230884861104,7.622881220299938,1,1000
36,36,铅钡,SiO2,39.57,69.29113991707023,68.21209531033819,61.305153968785376,74.12236343192357,1,1000
36,36,铅钡,Na2O,2.22,2.151592611226694,2.075580857274197,1.5458589663641127,2.70372973559682,1,1000
36,36,铅钡,K2O,0.14,0.09436790599921423,0.09383248859257712,0.06960726478854141,0.1273864412989947,1,1000
36,36,铅钡,CaO,0.37,0.1542815736373268,0.15099877065018835,0.09792596798453604,0.2462408200754473,1,1000
36,36,铅钡,MgO,,0.7543492506613639,0.7473579375339314,0.5599806113076611,0.9868825717575616,1,1000
36,36,铅钡,Al2O3,1.6,1.9821146035606438,1.9425779222988337,1.257631187579821,3.000263385693637,1,1000
36,36,铅钡,Fe2O3,0.32,0.3297656049394399,0.3197131951821277,0.20421674540757104,0.48784381119635684,1,1000
36,36,铅钡,CuO,0.68,0.3554848379290475,0.33896861816986024,0.17431095026532953,0.698705745946025,1,1000
36,36,铅钡,PbO,41.61,15.48609882475122,15.238314687346614,11.77342445897452,19.66736050361789,1,1000
36,36,铅钡,BaO,10.83,6.192927981545609,6.046449317099805,3.922817681499172,8.97503059945505,1,1000
36,36,铅钡,P2O5,0.07,0.013993280490149158,0.013607270239197597,0.006262006085845471,0.030484236968873677,1,1000
36,36,铅钡,SrO,0.22,0.14870787918261832,0.14465883793009326,0.10603559034656032,0.20607169224560223,1,1000
36,36,铅钡,SnO2,,0.31439269401177605,0.31402194447205845,0.1598636074844644,1.0385087500216543,1,1000
36,36,铅钡,SO2,,2.730783034994658,2.8941497243045635,2.2907130851793047,7.3806116492707154,1,1000
38,38,铅钡,SiO2,32.93,63.05011510593837,61.86922595060521,54.77436168386405,68.18516978454585,1,1000
38,38,铅钡,Na2O,1.38,1.4624083343074479,1.408920922629352,1.0542329003908526,1.8254164080366504,1,1000
38,38,铅钡,K2O,,0.2026802697922596,0.1968757875795975,0.1393372413025269,0.28736249931284563,1,1000
38,38,铅钡,CaO,0.68,0.31003001824791826,0.30343148518941254,0.19689363473488702,0.4913560179772987,1,1000
38,38,铅钡,MgO,,0.8248119806173391,0.8154955757700921,0.6130593514763684,1.067024800319059,1,1000
38,38,铅钡,Al2O3,2.57,3.4811633232948376,3.3939916833686334,2.190523697515949,5.279963387307373,1,1000
38,38,铅钡,Fe2O3,0.29,0.326765255940058,0.3161171232204726,0.2031217458026664,0.4809682035823816,1,1000
38,38,铅钡,CuO,0.73,0.4172703505822225,0.3958644044054933,0.20530490386451652,0.8178532289402737,1,1000
38,38,铅钡,PbO,49.31,20.066046320135747,19.701611038573045,15.35884169162186,25.00580633523094,1,1000
38,38,铅钡,BaO,9.79,6.121146334597113,5.967285297590347,3.8588866988179054,8.828162680551388,1,1000
38,38,铅钡,P2O5,0.48,0.10491684787387455,0.10215022438093971,0.0469033072846545,0.2264806970211264,1,1000
38,38,铅钡,SrO,0.41,0.3030244370732774,0.29379407162577087,0.2174717746633895,0.41454615429669794,1,1000
38,38,铅钡,SnO2,,0.34375968480398605,0.3421620121344461,0.17507457366174264,1.130744654922165,1,1000
38,38,铅钡,SO2,,2.985861736795565,3.1503752710365562,2.5063413465376274,7.943327433038518,1,1000
39,39,铅钡,SiO2,26.25,55.64073870369217,54.55444374390403,46.94652889087673,62.00168430950598,1,1000
39,39,铅钡,Na2O,,3.1499472678107354,2.9949202949083986,1.5952785885859582,5.09234488101507,1,1000
39,39,铅钡,K2O,,0.2243783241971792,0.2173883200755382,0.1552944693447517,0.3133923095701298,1,1000
39,39,铅钡,CaO,1.11,0.5602569314947483,0.5463917657013267,0.35587422080949943,0.8758541227562459,1,1000
39,39,铅钡,MgO,,0.9131127079037592,0.9036779238471908,0.685611371603957,1.1841249151652669,1,1000
39,39,铅钡,Al2O3,0.5,0.749774570368952,0.7313361730895959,0.4585951546215993,1.1761032261048028,1,1000
39,39,铅钡,Fe2O3,,1.247404485703145,1.1689981273236631,0.523980095456118,2.2055095934998623,1,1000
39,39,铅钡,CuO,0.88,0.5568609515226529,0.5280876045957781,0.270514024483208,1.0853159667426948,1,1000
39,39,铅钡,PbO,61.03,27.49410609752202,27.00226934455543,21.689122448603165,33.395554740425226,1,1000
39,39,铅钡,BaO,7.22,4.99754477926883,4.864270488137601,3.2174318376844138,7.123828049522557,1,1000
39,39,铅钡,P2O5,1.16,0.28069289024097555,0.27241937115299175,0.12528951352220813,0.6062296841474649,1,1000
39,39,铅钡,SrO,0.61,0.499106306878473,0.4838696069640317,0.3641805718545438,0.6681303290461832,1,1000
39,39,铅钡,SnO2,,0.3805610782042421,0.37789897581766263,0.19639295653486377,1.2360062320875045,1,1000
39,39,铅钡,SO2,,3.305514905192089,3.4752734597896957,2.8343194138206207,8.667541414427207,1,1000
40,40,铅钡,SiO2,16.71,42.654454482444415,41.65435174452399,34.447264500934615,49.32230021618181,1,1000
40,40,铅钡,Na2O,,3.793391320494389,3.5926372059880687,1.9140357364547065,6.080860614239754,1,1000
40,40,铅钡,K2O,,0.27021239251037465,0.2609734333617414,0.18647528256468565,0.3726084843446237,1,1000
40,40,铅钡,CaO,1.87,1.1366590883924905,1.1002837691933127,0.7228157674615253,1.7552132746455875,1,1000
40,40,铅钡,MgO,,1.0996354942800803,1.0804551964120945,0.8178623634153024,1.409508701514874,1,1000
40,40,铅钡,Al2O3,0.45,0.8126388460425161,0.7880614141764591,0.4881750047779584,1.298014940317632,1,1000
40,40,铅钡,Fe2O3,0.19,0.2854205673656105,0.2724657887989341,0.17709002789415706,0.4184941778489283,1,1000
40,40,铅钡,CuO,,0.6553705274979407,0.6755071212151398,0.3162676796782182,1.5710125711298408,1,1000
40,40,铅钡,PbO,70.21,38.090754042773675,37.16833783864442,30.83121378685341,44.51517848874498,1,1000
40,40,铅钡,BaO,6.69,5.576606197983047,5.39432978563846,3.570299688889662,7.862586538094381,1,1000
40,40,铅钡,P2O5,1.77,0.5157877842384921,0.4982134246164026,0.2279765321511689,1.1013615624856985,1,1000
40,40,铅钡,SrO,0.68,0.6700334711599466,0.6469637640996457,0.4919597995136915,0.8715715330615985,1,1000
40,40,铅钡,SnO2,,0.4582988120881452,0.4534322191585047,0.23988313364548886,1.4740200033550037,1,1000
40,40,铅钡,SO2,,3.9807369727288733,4.160570366122236,3.441596292530985,10.315992394026841,1,1000
41,41,铅钡,SiO2,18.46,44.72458186467694,43.57651206914986,37.18671717896832,50.364109703319585,1,1000
41,41,铅钡,Na2O,,3.6004293748860534,3.417879706290911,1.7930094208745437,5.919735939727787,1,1000
41,41,铅钡,K2O,0.44,0.4103475980224673,0.40402131192516305,0.3057887327965738,0.5276725549153353,1,1000
41,41,铅钡,CaO,4.96,2.8615210754415346,2.777741783575479,1.8469016483205456,4.272229037031998,1,1000
