artifact_id,sample_point,glass_type,sum_pct,closure_error,aitchison_uncertainty,nearest_unweathered_distance,nearest_threshold,robust_mahalanobis,robust_threshold,applicability_flag,bootstrap_success,estimated_SiO2_pct,estimated_Na2O_pct,estimated_K2O_pct,estimated_CaO_pct,estimated_MgO_pct,estimated_Al2O3_pct,estimated_Fe2O3_pct,estimated_CuO_pct,estimated_PbO_pct,estimated_BaO_pct,estimated_P2O5_pct,estimated_SrO_pct,estimated_SnO2_pct,estimated_SO2_pct
34,34,铅钡,100.00000000000001,1.4210854715202004e-14,1.5063058688305526,1.4308215131505149,2.463710534897414,10.495482888791294,4.294472526828785,out_of_domain_or_unidentifiable,1000,65.20377111427791,2.708146049653946,0.17537069112585457,0.33847582915857755,0.7850425300983056,2.088548262272823,0.5040503933051433,0.8215042959319088,18.029542978948303,5.950977321095121,0.07073284699453486,0.15475856788712122,0.32718483611541815,2.8418942831350447
36,36,铅钡,99.99999999999999,1.4210854715202004e-14,1.4835827897740945,2.495153993896372,2.463710534897414,11.017358321146663,4.294472526828785,out_of_domain_or_unidentifiable,1000,69.29113991707023,2.151592611226694,0.09436790599921423,0.1542815736373268,0.7543492506613639,1.9821146035606438,0.3297656049394399,0.3554848379290475,15.48609882475122,6.192927981545609,0.013993280490149158,0.14870787918261832,0.31439269401177605,2.730783034994658
38,38,铅钡,100.00000000000001,1.4210854715202004e-14,1.4730380941064125,1.6158833281826313,2.463710534897414,11.898520515966707,4.294472526828785,out_of_domain_or_unidentifiable,1000,63.05011510593837,1.4624083343074479,0.2026802697922596,0.31003001824791826,0.8248119806173391,3.4811633232948376,0.326765255940058,0.4172703505822225,20.066046320135747,6.121146334597113,0.10491684787387455,0.3030244370732774,0.34375968480398605,2.985861736795565
39,39,铅钡,99.99999999999997,2.842170943040401e-14,1.5364222947482025,1.1216494622166593,2.463710534897414,6.861993610164658,4.294472526828785,out_of_domain_or_unidentifiable,1000,55.64073870369217,3.1499472678107354,0.2243783241971792,0.5602569314947483,0.9131127079037592,0.749774570368952,1.247404485703145,0.5568609515226529,27.49410609752202,4.99754477926883,0.28069289024097555,0.499106306878473,0.3805610782042421,3.305514905192089
40,40,铅钡,100.0,0.0,1.5223877576574676,1.6493386534987269,2.463710534897414,13.131258311061593,4.294472526828785,out_of_domain_or_unidentifiable,1000,42.654454482444415,3.793391320494389,0.27021239251037465,1.1366590883924905,1.0996354942800803,0.8126388460425161,0.2854205673656105,0.6553705274979407,38.090754042773675,5.576606197983047,0.5157877842384921,0.6700334711599466,0.4582988120881452,3.9807369727288733
41,41,铅钡,99.99999999999999,1.4210854715202004e-14,1.493737312520813,1.9856596659855994,2.463710534897414,10.87381520116448,4.294472526828785,out_of_domain_or_unidentifiable,1000,44.72458186467694,3.6004293748860534,0.4103475980224673,2.8615210754415346,2.849299138979308,5.707631796188919,2.5521802601168337,0.13742593701298617,22.7186620309489,7.721831617418173,2.063304206062211,0.439553855296598,0.4349861024362999,3.778245142512769
43,43部位1,铅钡,99.99999999999999,1.4210854715202004e-14,1.7101094993291246,1.5701887776523407,2.463710534897414,12.47193833292125,4.294472526828785,out_of_domain_or_unidentifiable,1000,33.86437682333943,4.05518816377245,0.2888608116680919,3.404891471609581,1.0462178386214744,4.3436112326315754,1.2204742497564354,4.35838510972334,34.71107917231549,6.496130668463168,0.7912520840762225,0.6741412840240925,0.48992781425160353,4.255463275747053
43,43部位2,铅钡,99.99999999999999,1.4210854715202004e-14,1.497660686117566,1.3224255725916432,2.463710534897414,8.330814031495688,4.294472526828785,out_of_domain_or_unidentifiable,1000,50.621666485942676,3.4667011807845887,0.2469414676828695,3.5551453266059228,0.9546872381884248,5.627664599397218,1.9082498047806853,1.0516086874600699,22.18719492418546,2.4834202702511776,3.416750010735185,0.4232278182719141,0.4188297222157089,3.6379124634980995
48,48,铅钡,99.99999999999997,2.842170943040401e-14,1.3371195695077356,1.8899635459626825,2.463710534897414,142.68844713432054,4.294472526828785,out_of_domain_or_unidentifiable,1000,72.27009381672929,0.6000292694451651,0.16692509803299393,0.9099904261890251,0.8990183642458334,13.086298098249483,0.8214251231125572,0.3479252913664053,4.5247633982013165,3.2348960449396538,0.17017257232326788,0.13077558963239705,0.7243799872819483,2.1133069202506474
49,49,铅钡,100.0,0.0,1.4976606861175643,1.2206563051991643,2.463710534897414,7.190680331842834,4.294472526828785,out_of_domain_or_unidentifiable,1000,57.380849560640456,2.961863317946341,0.21098065182652692,2.1736592677306974,1.2621281446906891,7.585857978235561,3.213805531568007,0.41650849410329005,14.478715093408677,3.9701878987198853,2.525562564821921,0.3539018102503584,0.35783770391643904,3.1081419821411354
50,50,铅钡,99.99999999999994,5.684341886080802e-14,1.4976606861175648,1.9371321820470029,2.463710534897414,7.4071516247165725,4.294472526828785,out_of_domain_or_unidentifiable,1000,45.99088955397966,3.8012096786479863,0.27076931297644224,1.9430030642804261,0.5178938905648799,3.3839259570243954,0.4967521829303343,0.8629012128265778,23.920345801867995,11.861138686526106,1.8513188536397311,0.6516669581185229,0.4592433875225106,3.9889414590943923
51,51部位1,铅钡,99.99999999999999,1.4210854715202004e-14,1.342824314134057,1.1779711384537774,2.463710534897414,5.399188015903923,4.294472526828785,out_of_domain_or_unidentifiable,1000,52.710712113258005,3.1829291663033126,0.22672770419735622,1.8258747236483446,1.0979815404445081,7.955064331379876,1.4999540439142418,0.8760085611506657,18.31799333607602,6.252888806146481,1.9805332248487466,0.322441936070511,0.4107648193789201,3.340125693183001
51,51部位2,铅钡,100.0,0.0,1.5328407315284962,1.3163339521164166,2.463710534897414,7.746842282238295,4.294472526828785,out_of_domain_or_unidentifiable,1000,48.74190246925667,3.3926909554767986,0.24166954122946008,2.788833856809892,1.4260455794881322,4.053922494592136,0.5642838351866095,0.5111711961839627,24.911112105620944,6.7917062075708134,2.2804601824387585,0.32606633678332403,0.40988817216847767,3.5602470671940063
52,52,铅钡,100.00000000000001,1.4210854715202004e-14,1.4699109665768484,1.9757249658534175,2.463710534897414,7.93256997510117,4.294472526828785,out_of_domain_or_unidentifiable,1000,58.601049788468806,1.5372768891520827,0.24099840827820837,1.230618361834592,0.5394116855267848,1.868323023274036,0.3081544272162224,0.4757681960134397,22.945158287255733,6.423422863386436,1.4840304275243186,0.3866777415497588,0.40874988449982363,3.550360016019764
54,54,铅钡,99.99999999999999,1.4210854715202004e-14,1.529327821522023,1.7308551354595527,2.463710534897414,7.671510631039447,4.294472526828785,out_of_domain_or_unidentifiable,1000,48.83673020052171,3.257400030873081,0.2700013883274705,1.665032654506104,1.2086544887397241,6.435415789049236,1.2899566452313045,0.543137761510833,25.837108691805255,5.039181122895444,1.0609797437926292,0.7445840136691293,0.393542990563509,3.418274478514569
54,54严重风化点,铅钡,100.0,0.0,1.5782830575948936,1.6966752642880525,2.463710534897414,10.121146728125629,4.294472526828785,out_of_domain_or_unidentifiable,1000,40.37252974042552,3.506514649404467,0.24977747686330712,1.0506988096096395,1.1282874042658002,6.092926524135626,1.3886080403787042,0.9439332090212242,29.317532782866458,7.01956577355021,3.8061680482996003,1.020125537281988,0.42363978894281373,3.679692214954658
56,56,铅钡,100.00000000000003,2.842170943040401e-14,1.5380324185811898,1.436340871200874,2.463710534897414,7.4465934242294125,4.294472526828785,out_of_domain_or_unidentifiable,1000,58.796068163176585,2.9974326226039385,0.2135143389944009,0.5811600815455512,0.8689014723370924,2.6398459063803594,1.1870074579463574,0.47570457749123024,17.683422904794632,10.176398998717172,0.5848618396309047,0.28807866317135317,0.36213501170625456,3.1454679615041883
57,57,铅钡,100.0,0.0,1.726225476148724,1.3728689090801363,2.463710534897414,6.879759836083564,4.294472526828785,out_of_domain_or_unidentifiable,1000,53.360464506075814,3.1194911602230393,0.22220886236144344,0.6548110974290742,0.9042840334825086,3.237409760444908,1.2353436218245084,0.7269466810026005,20.121171002481965,11.858945565315441,0.6086780149524869,0.2998095224676717,0.37688152164152794,3.273554650297018
58,58,铅钡,99.99999999999997,2.842170943040401e-14,1.4937373125208122,1.4498908786504612,2.463710534897414,9.005079439436612,4.294472526828785,out_of_domain_or_unidentifiable,1000,59.78550327590683,2.923512085115155,0.25747124514493935,1.6349003864045752,0.6695038645527949,4.898972208677051,0.9956515236213928,1.8382731356919764,16.452904654586725,4.920960468478895,2.018992589300364,0.18225358275539635,0.3532042972985429,3.067896682465347
